Person,2007,2008,2009,2010,2011,2012,2013,2014
1801600008,no job,no job,has job,has job,no job,no job,no job,no job
1801700001,has job,has job,has job,has job,has job,has job,has job,has job
1801700003,has job,has job,no job,no job,no job,has job,has job,has job
1801700005,has job,has job,has job,has job,has job,has job,has job,has job
1801800042,no job,no job,no job,no job,no job,no job,no job,no job
1801800043,no job,no job,no job,no job,no job,has job,has job,has job
1801800041,has job,has job,has job,has job,has job,has job,has job,has job
1801900001,has job,has job,has job,has job,has job,has job,no job,no job
1802000002,has job,has job,has job,has job,has job,has job,has job,has job
1802100001,has job,has job,has job,has job,has job,has job,has job,has job
1802100031,has job,has job,has job,has job,has job,has job,has job,has job
1802100041,no job,no job,no job,has job,has job,has job,has job,has job
1802100006,no job,no job,no job,has job,has job,has job,has job,has job
1802100007,has job,has job,has job,has job,has job,has job,has job,has job
1802100032,has job,has job,has job,has job,has job,has job,has job,has job
1802100042,has job,has job,has job,has job,has job,has job,has job,has job
1802200001,has job,has job,has job,has job,has job,has job,has job,has job
1802200021,no job,no job,no job,no job,no job,no job,no job,no job
1802200032,has job,has job,has job,has job,has job,has job,has job,has job
1802241002,has job,has job,has job,has job,has job,has job,has job,6
1802200008,has job,has job,has job,has job,has job,has job,has job,has job
1802200009,no job,no job,no job,no job,no job,no job,no job,no job
1802241001,has job,has job,has job,has job,has job,has job,has job,6
1802200022,has job,has job,has job,has job,has job,has job,has job,has job
1802200031,has job,has job,has job,has job,has job,has job,has job,has job
1802300001,has job,has job,has job,has job,has job,has job,has job,has job
1802300002,no job,no job,no job,no job,no job,no job,no job,no job
1802341002,no job,no job,no job,no job,no job,has job,has job,has job
1802342001,has job,has job,has job,has job,has job,has job,has job,has job
1802342002,no job,no job,no job,no job,no job,no job,no job,no job
1802342003,no job,no job,no job,no job,no job,no job,no job,no job
1802400001,has job,has job,has job,has job,has job,has job,has job,has job
1802400002,has job,has job,has job,has job,has job,has job,has job,has job
1802500006,no job,has job,has job,has job,no job,no job,has job,has job
1802400004,no job,no job,no job,no job,no job,no job,no job,has job
1802500008,has job,has job,has job,has job,has job,has job,has job,has job
1802541001,has job,has job,has job,has job,has job,has job,has job,has job
1802600003,has job,has job,has job,has job,has job,has job,has job,has job
1802600004,has job,has job,has job,has job,has job,has job,has job,has job
1802700021,has job,has job,has job,has job,has job,has job,has job,has job
1802731001,has job,has job,has job,has job,has job,has job,has job,has job
1802700006,no job,no job,has job,no job,no job,no job,no job,no job
1802700009,has job,has job,has job,has job,has job,has job,has job,has job
1802700023,no job,no job,no job,no job,no job,no job,no job,has job
1802832004,has job,has job,has job,has job,has job,has job,has job,has job
1802831002,has job,has job,has job,has job,has job,has job,has job,no job
1802800004,has job,has job,has job,has job,has job,has job,has job,has job
1802900002,no job,no job,no job,no job,no job,has job,has job,has job
1802900004,no job,no job,no job,no job,no job,no job,has job,has job
1802900005,has job,has job,has job,has job,has job,has job,has job,has job
1803000002,has job,has job,has job,has job,has job,has job,has job,has job
1803000008,no job,no job,no job,no job,no job,no job,no job,has job
1810100002,has job,has job,has job,has job,has job,has job,has job,6
1810100003,no job,no job,no job,no job,no job,has job,has job,6
1810100004,has job,has job,has job,has job,has job,has job,has job,6
1810100005,no job,no job,no job,no job,no job,no job,no job,6
1810200001,has job,has job,has job,has job,has job,has job,has job,6
1810200002,has job,has job,has job,has job,has job,has job,has job,6
1810241001,no job,no job,has job,has job,has job,has job,has job,has job
1810231002,has job,has job,has job,has job,has job,has job,has job,6
1810200051,no job,no job,no job,no job,has job,has job,has job,has job
1810231001,has job,has job,has job,has job,has job,has job,has job,6
1810231004,no job,no job,no job,no job,no job,no job,no job,has job
1810241002,no job,no job,no job,no job,no job,no job,no job,has job
1810300001,has job,has job,has job,has job,has job,has job,has job,6
1810300002,has job,has job,has job,has job,has job,has job,has job,6
1810341001,has job,has job,has job,has job,has job,has job,has job,6
1810300004,has job,has job,has job,has job,has job,has job,has job,6
1810300051,has job,has job,has job,has job,has job,has job,has job,has job
1810341002,has job,has job,has job,has job,has job,has job,has job,6
1810300052,has job,has job,no job,no job,no job,no job,no job,no job
1810400002,has job,has job,has job,has job,has job,has job,has job,6
1810441001,has job,has job,has job,has job,has job,has job,has job,6
1810441002,no job,no job,no job,no job,no job,has job,has job,6
1810500001,has job,has job,has job,has job,has job,has job,has job,6
1810500002,has job,has job,has job,has job,has job,has job,has job,6
1810531001,has job,has job,has job,has job,has job,has job,has job,6
1810531002,has job,has job,has job,has job,has job,has job,has job,6
1810500054,no job,no job,no job,no job,no job,no job,no job,6
1810600001,has job,has job,has job,has job,has job,has job,has job,6
1810600002,has job,has job,has job,has job,has job,has job,has job,6
1810600003,has job,has job,has job,has job,has job,has job,has job,6
1810600006,no job,no job,has job,no job,no job,no job,no job,6
1810711002,no job,no job,no job,no job,no job,has job,has job,6
1810731005,has job,has job,has job,has job,has job,has job,has job,has job
1810711001,has job,has job,has job,has job,has job,has job,has job,6
1810700072,no job,no job,has job,has job,has job,has job,has job,6
1810711004,no job,no job,no job,no job,no job,has job,has job,6
18107000010,has job,has job,has job,has job,has job,has job,has job,6
1810711005,no job,no job,no job,no job,has job,has job,has job,6
1810711006,no job,no job,no job,no job,no job,no job,no job,6
1810800001,no job,has job,has job,has job,has job,has job,has job,6
1810800002,has job,has job,has job,has job,has job,has job,has job,6
1810841002,has job,has job,has job,has job,has job,no job,has job,has job
1810931002,no job,no job,no job,no job,no job,no job,no job,6
1810931001,has job,has job,has job,has job,has job,has job,has job,6
1810900004,has job,has job,has job,has job,has job,has job,has job,6
1810900005,has job,has job,has job,has job,has job,has job,has job,6
1810900006,no job,no job,no job,no job,no job,no job,has job,6
1811000001,has job,has job,has job,has job,has job,has job,has job,6
1811000002,has job,has job,has job,has job,has job,has job,has job,6
1811041001,has job,has job,has job,has job,has job,has job,has job,6
1811031001,has job,has job,has job,has job,has job,has job,has job,has job
1811000061,has job,has job,has job,has job,has job,has job,has job,has job
1811042001,no job,no job,no job,no job,no job,no job,no job,has job
1811000081,no job,no job,no job,no job,no job,has job,no job,no job
1811041002,has job,has job,has job,has job,has job,has job,has job,6
1811100002,has job,has job,has job,has job,has job,has job,has job,6
1811131001,has job,has job,has job,has job,has job,has job,has job,6
1811132004,has job,has job,has job,has job,has job,has job,has job,6
1811133001,has job,has job,has job,has job,has job,has job,has job,6
1811141001,has job,has job,has job,has job,has job,has job,has job,6
1811133002,no job,no job,no job,no job,no job,no job,has job,6
1811141002,has job,has job,has job,has job,has job,has job,has job,6
1811131002,has job,has job,has job,has job,has job,has job,has job,6
1811131003,has job,has job,has job,has job,has job,has job,has job,6
1811132003,has job,has job,has job,has job,has job,has job,has job,6
1811200002,has job,has job,has job,has job,has job,has job,has job,6
1811200031,has job,has job,has job,has job,has job,has job,has job,has job
1811200042,no job,has job,has job,has job,has job,has job,has job,has job
1811200005,no job,no job,no job,no job,no job,no job,no job,6
1811300001,has job,has job,has job,has job,has job,has job,has job,6
1811300002,has job,has job,has job,has job,has job,has job,has job,6
1811341001,has job,has job,has job,has job,has job,has job,has job,6
1811300005,no job,no job,no job,no job,has job,has job,has job,6
1811341002,no job,has job,has job,has job,has job,has job,has job,6
1811400002,has job,has job,has job,has job,has job,has job,has job,6
1811431002,has job,has job,has job,has job,has job,has job,has job,6
1811432002,has job,has job,has job,has job,has job,has job,has job,6
1811431001,has job,has job,has job,has job,has job,has job,has job,6
1811432001,has job,has job,has job,has job,has job,has job,has job,6
1811500003,no job,no job,no job,no job,no job,no job,has job,6
1811642002,has job,has job,has job,has job,has job,has job,has job,6
1811700013,has job,has job,no job,no job,no job,no job,no job,6
1811700003,has job,has job,has job,has job,has job,has job,has job,6
1811700006,no job,no job,no job,no job,no job,no job,has job,6
1811700012,has job,has job,has job,has job,has job,has job,has job,6
1811700014,has job,has job,has job,has job,has job,has job,has job,6
1812000003,has job,has job,has job,has job,has job,has job,has job,6
1812000004,has job,has job,has job,has job,has job,has job,has job,6
1812100004,has job,has job,has job,has job,has job,has job,has job,6
1812100054,no job,no job,no job,no job,has job,has job,has job,6
1812100008,has job,has job,has job,has job,has job,has job,has job,6
1812100053,has job,has job,has job,has job,has job,has job,has job,6
1812231002,no job,no job,no job,no job,no job,has job,has job,6
1812200004,has job,has job,has job,has job,has job,has job,has job,6
1812200007,has job,has job,has job,has job,has job,has job,has job,has job
1812231001,has job,has job,has job,has job,has job,has job,has job,6
1812231031,no job,no job,no job,no job,no job,no job,no job,has job
1812300001,has job,has job,has job,has job,has job,has job,has job,6
1812331001,has job,has job,has job,has job,has job,has job,has job,6
1812331002,no job,has job,has job,has job,has job,has job,has job,6
1812300031,has job,has job,has job,has job,has job,has job,has job,has job
