hhid14_9,pid14,movenum,mg21bx,mg21cx,mg21dx,mg21ex,mg21e,mg21d,mg21c,mg21b,mg24x,mg24mth,mg24yr,mg25,mg26,mg27x,mg27,mg28,mg29,mg30,mg31,mg34a,mg34,mg35,mg36,mg39,mg40,hhid14,pidlink,version,module
171230003,2,1,8,1,1,3,62,35,78,998,1,2,2011,NA,5,1,300,1,4,NA,NA,NA,3,NA,,1,NA,1712351,171230003,1.3,B3A_MG2
171230003,2,2,1,3,3,3,62,33,13,100,1,9,2011,NA,1,1,300,9,NA,NA,NA,NA,3,NA,,1,NA,1712351,171230003,1.3,B3A_MG2
171230003,2,3,3,3,3,3,62,33,13,70,1,98,2012,NA,1,1,15,4,NA,NA,NA,NA,3,NA,,3,NA,1712351,171230003,1.3,B3A_MG2
171234100,1,1,3,3,3,3,62,33,13,70,1,98,2009,NA,1,8,NA,4,NA,NA,NA,NA,3,NA,,3,NA,1712341,171230004,1.3,B3A_MG2
171240005,1,1,3,3,3,3,62,34,4,70,1,8,2012,NA,3,1,80,2,NA,NA,1,NA,3,NA,,3,NA,1712450,171240005,1.3,B3A_MG2
171250003,1,1,3,3,3,3,62,31,71,10,1,2,2015,NA,3,8,NA,1,1,1,NA,NA,3,NA,,3,NA,1712551,171250003,1.3,B3A_MG2
171270000,5,1,8,1,1,3,62,31,74,998,1,4,2014,NA,3,8,NA,1,1,1,NA,NA,3,NA,,1,NA,1712700,171270005,1.3,B3A_MG2
171270000,5,2,3,3,3,3,62,33,13,100,1,10,2014,NA,1,8,NA,9,NA,NA,NA,NA,3,NA,,3,NA,1712700,171270005,1.3,B3A_MG2
171270000,7,1,1,1,1,3,62,32,75,40,1,98,2000,NA,1,1,700,1,7,NA,NA,NA,3,NA,,1,NA,1712700,171270007,1.3,B3A_MG2
171270000,7,2,3,3,3,3,62,33,13,100,1,98,2014,NA,1,1,600,9,NA,NA,NA,NA,3,NA,,3,NA,1712700,171270007,1.3,B3A_MG2
171280000,3,1,8,1,1,3,62,31,74,998,1,10,2009,NA,5,1,4,16,NA,NA,NA,NA,3,NA,,1,NA,1712800,171280003,1.3,B3A_MG2
171280000,3,2,8,1,1,3,62,31,74,998,1,4,2012,NA,5,1,2,95,NA,NA,NA,NA,3,NA,,1,NA,1712800,171280003,1.3,B3A_MG2
171280000,3,3,1,1,1,3,62,31,74,40,1,12,2012,NA,5,1,2,1,2,NA,NA,NA,3,NA,,1,NA,1712800,171280003,1.3,B3A_MG2
171280000,3,4,1,1,1,3,62,32,16,70,1,1,2013,NA,3,1,100,4,NA,NA,NA,NA,3,NA,,1,NA,1712800,171280003,1.3,B3A_MG2
171280000,3,5,3,3,3,3,62,33,13,100,1,1,2015,NA,1,1,1000,95,NA,NA,NA,NA,3,NA,,3,NA,1712800,171280003,1.3,B3A_MG2
171300000,2,1,1,1,3,3,62,33,11,80,1,12,2009,NA,3,1,6,8,NA,NA,NA,NA,3,NA,,1,NA,1713000,171300002,1.3,B3A_MG2
171300000,2,2,3,3,3,3,62,33,13,100,1,1,2015,NA,1,1,6,9,NA,NA,NA,NA,3,NA,,3,NA,1713000,171300002,1.3,B3A_MG2
172020000,2,1,3,3,3,3,62,33,74,140,1,98,2012,NA,5,1,15,1,1,1,NA,NA,1,2,AG,3,NA,1720200,172020002,1.3,B3A_MG2
172020005,1,1,3,3,3,3,62,33,74,60,1,6,2013,NA,3,1,15,4,NA,NA,NA,NA,1,1,A,3,NA,1720251,172020005,1.3,B3A_MG2
172040004,1,1,1,1,1,3,62,35,20,110,1,8,2001,NA,5,1,200,2,NA,NA,1,NA,3,NA,,1,NA,1720451,172040004,1.3,B3A_MG2
172040004,1,2,8,1,1,3,62,15,71,998,1,9,2004,NA,1,8,NA,1,1,1,NA,NA,3,NA,,1,NA,1720451,172040004,1.3,B3A_MG2
172040004,1,3,1,1,1,3,62,32,4,40,1,8,2005,NA,3,8,NA,1,1,3,NA,NA,3,NA,,1,NA,1720451,172040004,1.3,B3A_MG2
172040004,1,4,8,1,1,3,62,64,71,998,1,9,2006,NA,5,8,NA,1,1,3,NA,NA,3,NA,,1,NA,1720451,172040004,1.3,B3A_MG2
172040004,1,5,8,8,8,1,0,98,98,998,1,3,2012,NA,3,8,NA,1,1,1,NA,NA,3,NA,,1,NA,1720451,172040004,1.3,B3A_MG2
172040004,1,6,8,1,1,3,62,81,5,998,1,1,2013,NA,3,8,NA,1,1,3,NA,NA,3,NA,,1,NA,1720451,172040004,1.3,B3A_MG2
172040004,1,7,8,8,8,1,0,98,98,998,1,1,2014,NA,3,8,NA,1,1,3,NA,NA,3,NA,,1,NA,1720451,172040004,1.3,B3A_MG2
172040004,1,8,8,8,8,1,0,98,98,998,1,7,2014,NA,3,8,NA,1,1,3,NA,NA,3,NA,,1,NA,1720451,172040004,1.3,B3A_MG2
172040004,1,9,3,3,3,3,62,33,16,90,1,2,2015,NA,3,8,NA,1,1,6,NA,NA,3,NA,,3,NA,1720451,172040004,1.3,B3A_MG2
172040004,2,1,8,1,1,3,62,64,71,998,1,12,2010,NA,5,8,NA,1,2,NA,NA,NA,1,1,A,1,NA,1720451,172045102,1.3,B3A_MG2
172040004,2,2,3,3,3,3,62,33,16,90,1,1,2012,NA,3,8,NA,12,NA,NA,NA,NA,1,2,AG,3,NA,1720451,172045102,1.3,B3A_MG2
172050003,1,1,3,3,3,3,62,33,72,10,1,7,2011,NA,5,1,105,2,NA,NA,1,NA,3,NA,,3,NA,1720551,172050003,1.3,B3A_MG2
172070004,1,1,3,3,3,3,62,33,16,100,1,3,2009,NA,1,1,3,12,NA,NA,NA,NA,1,3,AG,1,NA,1720751,172070004,1.3,B3A_MG2
172070004,1,2,3,3,3,3,62,33,16,100,1,3,2010,NA,3,1,3,13,NA,NA,NA,NA,1,2,AG,3,NA,1720751,172070004,1.3,B3A_MG2
172070000,5,1,8,1,1,3,62,31,72,998,1,98,2007,NA,5,8,NA,1,7,NA,NA,NA,3,NA,,1,NA,1720700,172070005,1.3,B3A_MG2
172070000,5,2,8,1,1,3,62,74,1,998,1,12,2007,NA,5,8,NA,1,7,NA,NA,NA,3,NA,,1,NA,1720700,172070005,1.3,B3A_MG2
172070000,5,3,8,1,1,3,62,64,3,998,1,10,2011,NA,3,8,NA,1,7,NA,NA,NA,3,NA,,1,NA,1720700,172070005,1.3,B3A_MG2
172070000,5,4,3,3,3,3,62,33,16,100,1,2,2013,NA,1,8,NA,9,NA,NA,NA,NA,3,NA,,3,NA,1720700,172070005,1.3,B3A_MG2
172120000,5,1,1,1,1,3,62,32,75,70,1,3,2007,NA,5,1,200,1,1,1,NA,NA,3,NA,,1,NA,1721200,172120005,1.3,B3A_MG2
172120000,5,2,3,3,3,3,62,33,16,100,1,10,2008,NA,3,1,200,1,1,1,NA,NA,3,NA,,3,NA,1721200,172120005,1.3,B3A_MG2
172150001,1,1,3,3,3,3,62,33,16,100,1,8,2008,NA,3,1,3,22,NA,NA,NA,NA,3,NA,,3,NA,1721551,172150001,1.3,B3A_MG2
172160000,2,1,3,3,3,3,62,33,16,100,1,9,1977,NA,3,1,1,4,NA,NA,NA,NA,3,NA,,3,NA,1721600,172160002,1.3,B3A_MG2
172160000,4,1,8,1,1,3,62,35,78,998,1,8,1997,NA,5,1,200,2,NA,NA,1,NA,3,NA,,1,NA,1721600,172160004,1.3,B3A_MG2
172160000,4,2,3,3,3,3,62,33,16,100,1,12,2002,NA,3,1,200,2,NA,NA,1,NA,3,NA,,1,NA,1721600,172160004,1.3,B3A_MG2
172160000,4,3,1,1,1,3,62,35,78,120,1,11,2007,NA,5,1,200,4,NA,NA,NA,NA,3,NA,,1,NA,1721600,172160004,1.3,B3A_MG2
172160000,4,4,3,3,3,3,62,33,16,100,1,12,2013,NA,3,1,200,12,NA,NA,NA,NA,1,2,G,3,NA,1721600,172160004,1.3,B3A_MG2
172170000,3,1,3,3,3,3,62,33,16,100,1,5,2011,NA,1,1,250,8,NA,NA,NA,NA,3,NA,,3,NA,1721700,172170003,1.3,B3A_MG2
172170004,1,1,1,1,1,3,62,33,74,70,1,10,2007,NA,5,1,70,2,NA,NA,1,NA,3,NA,,1,NA,1721751,172170004,1.3,B3A_MG2
172170004,1,2,1,1,1,3,62,33,16,100,1,11,2009,NA,1,1,70,12,NA,NA,NA,NA,3,NA,,1,NA,1721751,172170004,1.3,B3A_MG2
172170004,1,3,1,3,3,3,62,35,78,120,1,5,2010,NA,3,1,165,1,1,1,NA,NA,3,NA,,1,NA,1721751,172170004,1.3,B3A_MG2
172170004,1,4,1,3,3,3,62,35,78,141,1,5,2012,NA,3,1,10,4,NA,NA,NA,NA,3,NA,,1,NA,1721751,172170004,1.3,B3A_MG2
172170004,1,5,3,3,3,3,62,35,78,141,1,4,2014,NA,3,1,2,23,NA,NA,NA,NA,1,2,AG,3,NA,1721751,172170004,1.3,B3A_MG2
172170000,5,1,1,1,3,3,62,33,11,120,1,9,2010,NA,3,1,133,2,NA,NA,1,NA,3,NA,,1,NA,1721700,172170005,1.3,B3A_MG2
172170000,5,2,3,3,3,3,62,33,16,100,1,6,2014,NA,1,1,133,8,NA,NA,NA,NA,3,NA,,3,NA,1721700,172170005,1.3,B3A_MG2
172170004,2,1,1,1,1,3,62,33,74,70,1,9,2005,NA,1,1,32,2,NA,NA,1,NA,3,NA,,1,NA,1721751,172175102,1.3,B3A_MG2
172170004,2,2,1,1,1,3,62,33,24,140,1,7,2010,NA,1,1,32,9,NA,NA,NA,NA,3,NA,,1,NA,1721751,172175102,1.3,B3A_MG2
172170004,2,3,3,3,3,3,62,35,78,141,1,5,2012,NA,1,1,315,4,NA,NA,NA,NA,3,NA,,1,NA,1721751,172175102,1.3,B3A_MG2
172170004,2,4,3,3,3,3,62,35,78,141,1,4,2013,NA,1,1,2,8,NA,NA,NA,NA,1,2,BG,1,NA,1721751,172175102,1.3,B3A_MG2
172170004,2,5,3,3,3,3,62,35,78,141,1,5,2014,NA,1,1,4,8,NA,NA,NA,NA,1,2,AG,3,NA,1721751,172175102,1.3,B3A_MG2
172184100,2,1,1,3,3,3,62,33,74,110,1,98,2010,NA,1,8,NA,12,NA,NA,NA,NA,1,3,AG,1,NA,1721841,172184102,1.3,B3A_MG2
172184100,2,2,3,3,3,3,62,33,74,80,1,98,2011,NA,3,8,NA,13,NA,NA,NA,NA,1,4,AG,3,NA,1721841,172184102,1.3,B3A_MG2
172191100,4,1,3,3,3,3,62,33,16,100,1,6,2014,NA,3,1,2,1,1,1,NA,NA,1,4,AG,3,NA,1721911,172190004,1.3,B3A_MG2
172194100,1,1,3,3,3,3,62,33,16,100,1,11,2010,NA,1,1,3,4,NA,NA,NA,NA,3,NA,,3,NA,1721941,172190005,1.3,B3A_MG2
172190012,1,1,3,3,3,3,62,33,16,110,1,12,2009,NA,3,1,2,4,NA,NA,NA,NA,3,NA,,3,NA,1721951,172190012,1.3,B3A_MG2
172191100,5,1,3,3,3,3,62,33,16,100,1,8,2014,NA,3,1,3,8,NA,NA,NA,NA,1,3,BCE,3,NA,1721911,172191105,1.3,B3A_MG2
172191100,7,1,3,3,3,3,62,33,16,100,1,6,2014,NA,3,1,1,1,1,7,NA,NA,1,3,AG,3,NA,1721911,172191107,1.3,B3A_MG2
172193100,3,1,3,3,3,3,62,33,16,100,1,98,2003,NA,3,1,5,4,NA,NA,NA,NA,3,NA,,3,NA,1721931,172193103,1.3,B3A_MG2
172194100,2,1,3,3,3,3,62,33,16,100,1,11,2011,NA,1,1,4,4,NA,NA,NA,NA,3,NA,,3,NA,1721941,172194102,1.3,B3A_MG2
172200000,3,1,1,3,3,3,62,33,16,50,1,4,2008,NA,1,1,30,1,1,3,NA,NA,1,1,A,1,NA,1722000,172200003,1.3,B3A_MG2
172200000,3,2,3,3,3,3,62,33,16,100,1,6,2013,NA,1,1,30,1,1,3,NA,NA,1,2,AG,3,NA,1722000,172200003,1.3,B3A_MG2
172200000,4,1,1,1,1,1,62,51,71,10,1,10,2010,NA,3,1,650,1,7,NA,NA,NA,3,NA,,1,NA,1722000,172200004,1.3,B3A_MG2
172200000,4,2,3,3,3,3,62,33,16,100,1,4,2011,NA,3,1,680,1,1,2,NA,NA,3,NA,,3,NA,1722000,172200004,1.3,B3A_MG2
172200000,8,1,1,1,1,3,62,62,1,50,1,6,2010,NA,3,1,2000,9,NA,NA,NA,NA,3,NA,,1,NA,1722000,172200008,1.3,B3A_MG2
172200000,8,2,1,3,3,3,62,33,16,160,1,6,2011,NA,1,1,2000,2,NA,NA,1,NA,3,NA,,1,NA,1722000,172200008,1.3,B3A_MG2
172200000,8,3,3,3,3,3,62,33,16,100,1,2,2014,NA,3,1,40,2,NA,NA,1,NA,3,NA,,3,NA,1722000,172200008,1.3,B3A_MG2
172200000,9,1,1,1,3,3,62,33,11,120,1,98,2001,NA,5,1,8,12,NA,NA,NA,NA,1,2,CE,1,NA,1722000,172200009,1.3,B3A_MG2
172200000,9,2,3,3,3,3,62,33,16,100,1,4,2008,NA,3,1,240,4,NA,NA,NA,NA,3,NA,,3,NA,1722000,172200009,1.3,B3A_MG2
173030007,1,1,3,3,3,3,62,33,74,50,1,7,2012,NA,5,1,125,2,NA,NA,1,NA,3,NA,,3,NA,1730351,173030007,1.3,B3A_MG2
173033103,1,1,3,3,3,3,62,33,72,40,1,7,2014,NA,5,1,200,2,NA,NA,1,NA,3,NA,,3,NA,1730353,173033103,1.3,B3A_MG2
173044100,1,1,3,3,3,3,62,31,71,60,1,8,2014,NA,5,8,NA,1,1,1,NA,NA,3,NA,,3,NA,1730441,173040008,1.3,B3A_MG2
173050000,3,1,8,8,1,3,62,32,98,998,1,12,2013,NA,1,8,NA,95,NA,NA,NA,NA,3,NA,,1,NA,1730500,173050003,1.3,B3A_MG2
173050000,3,2,3,3,3,3,62,33,16,70,1,9,2014,NA,1,8,NA,5,NA,NA,NA,NA,3,NA,,3,NA,1730500,173050003,1.3,B3A_MG2
173060003,1,1,3,3,3,3,62,31,72,20,1,1,2012,NA,5,1,3,23,NA,NA,NA,NA,1,2,AG,3,NA,1730651,173060003,1.3,B3A_MG2
173060000,4,1,1,1,1,3,62,31,72,998,1,8,2009,NA,1,1,325,2,NA,NA,1,NA,1,1,D,1,NA,1730600,173060004,1.3,B3A_MG2
173060000,4,2,3,3,3,3,62,33,16,70,1,3,2010,NA,1,1,325,2,NA,NA,1,NA,3,NA,,3,NA,1730600,173060004,1.3,B3A_MG2
173060005,1,1,3,3,3,3,62,33,16,120,1,9,2014,NA,5,1,16,2,NA,NA,1,NA,3,NA,,3,NA,1730652,173060005,1.3,B3A_MG2
173060003,2,1,1,1,1,3,62,32,76,40,1,6,2002,NA,3,8,NA,1,1,2,NA,NA,3,NA,,1,NA,1730651,173065102,1.3,B3A_MG2
173060003,2,2,3,3,3,3,62,31,72,20,1,1,2012,NA,3,1,7,4,NA,NA,NA,NA,1,2,AG,3,NA,1730651,173065102,1.3,B3A_MG2
173080004,1,1,3,3,3,3,62,33,11,120,1,9,2014,NA,3,1,90,2,NA,NA,1,NA,3,NA,,3,NA,1730851,173080004,1.3,B3A_MG2
173110003,1,1,1,1,1,3,62,33,74,20,1,8,2009,NA,3,8,NA,2,NA,NA,1,NA,3,NA,,1,NA,1731151,173110003,1.3,B3A_MG2
173110003,1,2,3,3,3,3,62,31,73,50,1,12,2013,NA,5,8,NA,1,1,1,NA,NA,3,NA,,3,NA,1731151,173110003,1.3,B3A_MG2
173110005,1,1,3,3,3,3,62,33,74,20,1,8,2014,NA,1,8,NA,2,NA,NA,1,NA,3,NA,,3,NA,1731152,173110005,1.3,B3A_MG2
173144100,2,1,3,3,3,3,62,33,16,70,1,5,2013,NA,1,1,8,9,NA,NA,NA,NA,1,3,AG,3,NA,1731441,173140004,1.3,B3A_MG2
173140000,7,1,1,1,3,3,62,33,18,140,1,98,1969,NA,1,1,700,95,NA,NA,NA,NA,3,NA,,1,NA,1731400,173140007,1.3,B3A_MG2
173140000,7,2,1,1,3,3,62,33,17,30,1,98,1972,NA,1,1,700,12,NA,NA,NA,NA,3,NA,,1,NA,1731400,173140007,1.3,B3A_MG2
173140000,7,3,1,3,3,3,62,33,16,90,1,98,1978,NA,1,1,30,4,NA,NA,NA,NA,3,NA,,1,NA,1731400,173140007,1.3,B3A_MG2
173140000,7,4,3,3,3,3,62,33,16,70,1,98,1999,NA,3,1,5,4,NA,NA,NA,NA,3,NA,,3,NA,1731400,173140007,1.3,B3A_MG2
173140000,8,1,3,3,3,3,62,33,16,70,1,98,1980,NA,1,1,10,95,NA,NA,NA,NA,3,NA,,3,NA,1731400,173140008,1.3,B3A_MG2
173143103,2,1,3,3,3,3,62,33,14,70,1,7,2012,NA,3,1,80,4,NA,NA,NA,NA,3,NA,,3,NA,1731452,173143103,1.3,B3A_MG2
173144100,1,1,3,3,3,3,62,33,16,70,1,5,2012,NA,1,1,8,9,NA,NA,NA,NA,1,3,AG,3,NA,1731441,173144101,1.3,B3A_MG2
173184100,1,1,3,3,3,3,62,36,3,50,1,4,2015,NA,1,1,1,16,NA,NA,NA,NA,3,NA,,3,NA,1731841,173180004,1.3,B3A_MG2
173184200,1,1,1,1,1,3,62,31,74,70,1,98,2010,NA,5,1,60,1,1,1,NA,NA,3,NA,,1,NA,1731842,173180005,1.3,B3A_MG2
173184200,1,2,3,3,3,3,62,33,16,70,1,6,2015,NA,1,8,NA,4,NA,NA,NA,NA,3,NA,,3,NA,1731842,173180005,1.3,B3A_MG2
173193000,1,1,1,1,3,3,62,33,16,70,1,98,2009,NA,1,1,200,8,NA,NA,NA,NA,1,3,AG,1,NA,1731930,173190002,1.3,B3A_MG2
173193000,1,2,3,3,3,3,62,33,20,90,1,98,2011,NA,1,1,200,13,NA,NA,NA,NA,1,4,AG,3,NA,1731930,173190002,1.3,B3A_MG2
173200005,1,1,3,3,3,3,62,33,20,80,1,8,2011,NA,1,1,145,1,1,1,NA,NA,1,1,A,1,NA,1732051,173200005,1.3,B3A_MG2
173200005,1,2,3,3,3,3,62,33,20,80,1,2,2014,NA,1,1,2,13,NA,NA,NA,NA,1,2,AG,3,NA,1732051,173200005,1.3,B3A_MG2
173200007,1,1,3,3,3,3,62,33,74,30,1,9,2012,NA,3,1,126,2,NA,NA,1,NA,3,NA,,3,NA,1732052,173200007,1.3,B3A_MG2
173200005,2,1,1,1,3,3,62,33,74,20,1,9,2005,NA,1,8,NA,2,NA,NA,1,NA,3,NA,,1,NA,1732051,173205102,1.3,B3A_MG2
173200005,2,2,1,1,3,3,62,33,16,20,1,12,2009,NA,1,8,NA,9,NA,NA,NA,NA,3,NA,,1,NA,1732051,173205102,1.3,B3A_MG2
173200005,2,3,1,1,3,3,62,33,20,80,1,8,2011,NA,1,8,NA,4,NA,NA,NA,NA,3,NA,,1,NA,1732051,173205102,1.3,B3A_MG2
173200005,2,4,3,3,3,3,62,33,20,80,1,2,2014,NA,1,8,NA,8,NA,NA,NA,NA,1,2,AG,3,NA,1732051,173205102,1.3,B3A_MG2
173213100,1,1,3,3,3,3,62,33,28,40,1,6,2009,NA,1,1,200,23,NA,NA,NA,NA,1,2,AG,3,NA,1732131,173210005,1.3,B3A_MG2
173210007,1,1,8,1,1,3,62,35,78,998,1,98,2013,NA,3,1,250,1,1,1,NA,NA,3,NA,,1,NA,1732151,173210007,1.3,B3A_MG2
173210007,1,2,3,3,3,3,62,31,74,20,1,2,2013,NA,5,1,700,1,1,1,NA,NA,3,NA,,3,NA,1732151,173210007,1.3,B3A_MG2
173230000,5,1,3,3,3,3,62,33,16,70,1,4,2013,NA,1,1,3,4,NA,NA,NA,NA,3,NA,,3,NA,1732300,173230005,1.3,B3A_MG2
173280003,1,1,3,3,3,3,62,33,16,90,1,9,2013,NA,1,1,5,8,NA,NA,NA,NA,1,1,G,3,NA,1732851,173280003,1.3,B3A_MG2
173280003,2,1,1,3,3,3,62,33,16,70,1,98,2010,NA,1,1,5,4,NA,NA,NA,NA,3,NA,,1,NA,1732851,173285102,1.3,B3A_MG2
173280003,2,2,3,3,3,3,62,33,16,90,1,1,2014,NA,1,1,5,13,NA,NA,NA,NA,1,2,AG,3,NA,1732851,173285102,1.3,B3A_MG2
173290003,2,1,1,1,1,3,62,32,71,20,1,98,1990,NA,5,8,NA,1,7,NA,NA,NA,3,NA,,1,NA,1732951,173290003,1.3,B3A_MG2
173290003,2,2,3,3,3,3,62,33,16,70,1,98,2012,NA,1,8,NA,7,NA,NA,NA,NA,3,NA,,3,NA,1732951,173290003,1.3,B3A_MG2
173290003,3,1,1,1,1,3,62,32,1,130,1,7,2009,NA,3,8,NA,8,NA,NA,NA,NA,1,1,C,1,NA,1732951,173290006,1.3,B3A_MG2
173290003,3,2,3,3,3,3,62,33,16,70,1,7,2012,NA,1,8,NA,8,NA,NA,NA,NA,1,1,C,3,NA,1732951,173290006,1.3,B3A_MG2
173290003,1,1,3,3,3,3,62,33,16,70,1,98,1982,NA,1,1,5,4,NA,NA,NA,NA,3,NA,,1,NA,1732951,173295101,1.3,B3A_MG2
173290003,1,2,8,1,1,3,62,81,71,998,1,98,2005,NA,5,1,20000,1,1,1,NA,NA,3,NA,,1,NA,1732951,173295101,1.3,B3A_MG2
173290003,1,3,3,3,3,3,62,33,16,70,1,98,2005,NA,1,1,20000,1,1,6,NA,NA,3,NA,,1,NA,1732951,173295101,1.3,B3A_MG2
173290003,1,4,1,1,1,3,62,53,4,30,1,98,2007,NA,3,1,15000,1,1,1,NA,NA,3,NA,,1,NA,1732951,173295101,1.3,B3A_MG2
173290003,1,5,3,3,3,3,62,33,16,70,1,98,2008,NA,1,1,15000,1,1,6,NA,NA,3,NA,,1,NA,1732951,173295101,1.3,B3A_MG2
173290003,1,6,8,1,1,3,62,35,28,998,1,98,2008,NA,1,1,700,1,1,1,NA,NA,3,NA,,1,NA,1732951,173295101,1.3,B3A_MG2
173290003,1,7,3,3,3,3,62,33,16,70,1,98,2008,NA,1,1,700,1,1,6,NA,NA,3,NA,,1,NA,1732951,173295101,1.3,B3A_MG2
173290003,1,8,3,3,3,3,62,33,16,70,1,2,2013,NA,1,1,20,4,NA,NA,NA,NA,3,NA,,3,NA,1732951,173295101,1.3,B3A_MG2
174030000,9,1,3,3,3,3,62,33,17,50,1,6,2006,NA,1,1,5,12,NA,NA,NA,NA,3,NA,,3,NA,1740300,174030009,1.3,B3A_MG2
174044100,1,1,3,3,3,3,62,33,17,50,1,8,2014,NA,1,8,NA,2,NA,NA,1,NA,3,NA,,3,NA,1740441,174040004,1.3,B3A_MG2
174054100,1,1,3,3,3,3,62,31,71,20,1,6,2012,NA,5,8,NA,4,NA,NA,NA,NA,3,NA,,3,NA,1740541,174050005,1.3,B3A_MG2
174054100,3,1,1,1,1,3,62,12,2,80,1,8,1992,NA,1,1,1,23,NA,NA,NA,NA,1,9,BCDE,1,NA,1740541,174054103,1.3,B3A_MG2
174054100,3,2,1,1,1,3,62,14,71,40,1,98,1995,NA,5,8,NA,2,NA,NA,1,NA,3,NA,,1,NA,1740541,174054103,1.3,B3A_MG2
174054100,3,3,1,1,1,3,62,12,2,80,1,98,1998,NA,1,8,NA,9,NA,NA,NA,NA,3,NA,,1,NA,1740541,174054103,1.3,B3A_MG2
174054100,3,4,1,3,3,3,62,31,71,10,1,98,1999,NA,5,1,2000,1,1,1,NA,NA,3,NA,,1,NA,1740541,174054103,1.3,B3A_MG2
174054100,3,5,1,3,3,3,62,31,71,10,1,8,2003,NA,5,1,2,95,NA,NA,NA,NA,3,NA,,1,NA,1740541,174054103,1.3,B3A_MG2
174054100,3,6,1,3,3,3,62,31,71,10,1,98,2005,NA,5,1,2,95,NA,NA,NA,NA,3,NA,,1,NA,1740541,174054103,1.3,B3A_MG2
174054100,3,7,3,3,3,3,62,31,71,20,1,98,2010,NA,5,1,3,1,1,5,NA,NA,3,NA,,3,NA,1740541,174054103,1.3,B3A_MG2
174060000,1,1,3,3,3,3,62,33,17,50,1,98,2012,NA,1,8,NA,8,NA,NA,NA,NA,1,2,GV,3,NA,1740600,174060001,1.3,B3A_MG2
174060004,8,1,3,3,3,3,62,33,17,50,1,11,2010,NA,1,1,1,4,NA,NA,NA,NA,3,NA,,3,NA,1740651,174060004,1.3,B3A_MG2
174060000,5,1,3,3,3,3,62,33,17,50,1,98,2012,NA,1,1,1,8,NA,NA,NA,NA,1,2,AC,3,NA,1740600,174060005,1.3,B3A_MG2
174060000,11,1,3,3,3,3,62,33,17,50,1,9,2005,NA,1,1,1,4,NA,NA,NA,NA,3,NA,,1,NA,1740600,174060011,1.3,B3A_MG2
174060000,11,2,3,3,3,3,62,33,17,50,1,98,2012,NA,1,1,1,13,NA,NA,NA,NA,1,5,AFGV,3,NA,1740600,174060011,1.3,B3A_MG2
174120000,4,1,1,3,3,3,62,33,17,140,1,98,1998,NA,3,8,NA,2,NA,NA,1,NA,3,NA,,1,NA,1741200,174120004,1.3,B3A_MG2
174120000,4,2,1,1,3,3,62,33,18,170,1,98,2000,NA,3,8,NA,2,NA,NA,1,NA,3,NA,,1,NA,1741200,174120004,1.3,B3A_MG2
174120000,4,3,1,1,1,3,62,34,4,70,1,98,2003,NA,5,8,NA,2,NA,NA,1,NA,3,NA,,1,NA,1741200,174120004,1.3,B3A_MG2
174120000,4,4,3,3,3,3,62,33,17,50,1,1,2008,NA,3,8,NA,4,NA,NA,NA,NA,3,NA,,3,NA,1741200,174120004,1.3,B3A_MG2
174130000,3,1,1,1,1,3,62,34,71,40,1,6,2010,NA,3,8,NA,2,NA,NA,1,NA,3,NA,,1,NA,1741300,174130003,1.3,B3A_MG2
174130000,3,2,1,3,3,3,62,33,17,130,1,9,2011,NA,1,8,NA,1,1,2,NA,NA,3,NA,,1,NA,1741300,174130003,1.3,B3A_MG2
174130000,3,3,1,1,1,3,62,35,24,110,1,98,2012,NA,1,8,NA,1,1,3,NA,NA,3,NA,,1,NA,1741300,174130003,1.3,B3A_MG2
174130000,3,4,3,3,3,3,62,33,17,50,1,1,2014,NA,1,8,NA,1,1,6,NA,NA,3,NA,,3,NA,1741300,174130003,1.3,B3A_MG2
174160000,1,1,3,3,3,3,62,33,17,50,1,98,1985,NA,3,1,1,4,NA,NA,NA,NA,3,NA,,3,NA,1741600,174160001,1.3,B3A_MG2
174160004,3,1,3,3,3,3,62,33,17,50,1,7,2011,NA,1,1,1,4,NA,NA,NA,NA,3,NA,,3,NA,1741652,174160004,1.3,B3A_MG2
174160003,3,1,3,3,3,3,62,33,17,50,1,98,2013,NA,1,1,1,8,NA,NA,NA,NA,3,NA,,3,NA,1741651,174165103,1.3,B3A_MG2
174170000,18,1,3,3,3,3,62,33,17,50,1,2,2013,NA,1,1,1,8,NA,NA,NA,NA,3,NA,,3,NA,1741700,174170018,1.3,B3A_MG2
174180003,2,1,3,3,3,3,62,33,17,50,1,98,2009,NA,1,1,1,95,NA,NA,NA,NA,1,2,AG,1,NA,1741851,174180003,1.3,B3A_MG2
174180003,2,2,3,3,3,3,62,33,17,50,1,10,2014,NA,1,1,1,23,NA,NA,NA,NA,1,2,AG,3,NA,1741851,174180003,1.3,B3A_MG2
174180004,1,1,3,3,3,3,62,33,17,50,1,12,2010,NA,1,1,1,4,NA,NA,NA,NA,3,NA,,3,NA,1741852,174180004,1.3,B3A_MG2
174190000,4,1,1,1,1,3,62,35,23,170,1,98,1994,NA,1,8,NA,95,NA,NA,NA,NA,3,NA,,1,NA,1741900,174190004,1.3,B3A_MG2
174190000,4,2,1,1,3,3,62,33,17,50,1,98,1995,NA,8,8,NA,95,NA,NA,NA,NA,3,NA,,1,NA,1741900,174190004,1.3,B3A_MG2
174190000,4,3,1,1,1,3,62,35,10,40,1,98,1997,NA,1,8,NA,95,NA,NA,NA,NA,3,NA,,1,NA,1741900,174190004,1.3,B3A_MG2
