hhid14_9,pid14,movenum,mg21bx,mg21cx,mg21dx,mg21ex,mg21e,mg21d,mg21c,mg21b,mg24x,mg24mth,mg24yr,mg25,mg26,mg27x,mg27,mg28,mg29,mg30,mg31,mg34a,mg34,mg35,mg36,mg39,mg40,hhid14,pidlink,version,module
001060000,1,1,3,3,3,3,62,12,1,62,1,98,1970,NA,3,1,180,1,1,1,NA,NA,3,NA,,3,NA,0010600,001060001,1.3,B3A_MG2
001060004,1,1,1,1,3,3,62,12,14,998,1,98,2007,NA,1,1,12,4,NA,NA,NA,NA,3,NA,,1,NA,0010651,001060004,1.3,B3A_MG2
001060004,1,2,3,3,3,3,62,12,1,62,1,98,2009,NA,1,1,12,1,1,2,NA,NA,1,2,AG,3,NA,0010651,001060004,1.3,B3A_MG2
001060000,7,1,3,3,3,3,62,12,1,62,1,7,1989,NA,1,1,0,4,NA,NA,NA,NA,3,NA,,3,NA,0010600,001060007,1.3,B3A_MG2
001060004,2,1,3,3,3,3,62,12,1,62,1,98,2010,NA,1,1,12,1,1,1,NA,NA,1,3,AG,3,NA,0010651,001065102,1.3,B3A_MG2
001080003,1,1,8,1,1,3,62,14,71,998,1,1,2003,NA,3,8,NA,1,1,2,NA,NA,3,NA,,1,NA,0010851,001080003,1.3,B3A_MG2
001080003,1,2,3,3,3,3,62,12,1,62,1,12,2008,NA,3,8,NA,95,NA,NA,NA,NA,3,NA,,3,NA,0010851,001080003,1.3,B3A_MG2
001080000,8,1,8,8,1,3,62,14,98,998,1,1,2007,NA,3,8,NA,1,1,2,NA,NA,3,NA,,1,NA,0010800,001080008,1.3,B3A_MG2
001080000,8,2,3,3,3,3,62,12,1,62,1,9,2012,NA,3,8,NA,9,NA,NA,NA,NA,3,NA,,3,NA,0010800,001080008,1.3,B3A_MG2
001080003,2,1,3,3,3,3,62,12,1,62,1,10,1994,NA,1,1,3,4,NA,NA,NA,NA,3,NA,,3,NA,0010851,001080012,1.3,B3A_MG2
001220009,1,1,3,3,3,3,62,12,4,32,1,9,2013,NA,5,8,NA,2,NA,NA,1,NA,3,NA,,3,NA,0012251,001220009,1.3,B3A_MG2
001224100,2,1,3,3,3,3,62,12,1,62,1,12,1996,NA,3,1,3,4,NA,NA,NA,NA,3,NA,,3,NA,0012241,001220011,1.3,B3A_MG2
001240000,2,1,3,3,3,3,62,12,1,62,1,11,1974,NA,1,1,0,4,NA,NA,NA,NA,3,NA,,3,NA,0012400,001240002,1.3,B3A_MG2
001240000,3,1,1,1,3,3,62,12,4,998,1,98,2006,NA,5,8,NA,95,NA,NA,NA,NA,1,3,AG,1,NA,0012400,001240003,1.3,B3A_MG2
001240000,3,2,3,3,3,3,62,12,1,62,1,8,2014,NA,1,8,NA,7,NA,NA,NA,NA,1,1,G,3,NA,0012400,001240003,1.3,B3A_MG2
001240005,2,1,3,3,3,3,62,12,1,62,1,1,2010,NA,1,1,3,4,NA,NA,NA,NA,3,NA,,3,NA,0012451,001240005,1.3,B3A_MG2
001240000,7,1,1,1,3,3,62,12,78,40,1,98,9998,NA,3,1,60,2,NA,NA,1,NA,3,NA,,1,NA,0012400,001240007,1.3,B3A_MG2
001240000,7,2,3,3,3,3,62,12,1,62,1,98,9998,NA,1,1,60,9,NA,NA,NA,NA,3,NA,,3,NA,0012400,001240007,1.3,B3A_MG2
001240009,2,1,1,3,3,3,62,12,1,998,1,7,2002,NA,5,1,60,2,NA,NA,1,NA,3,NA,,1,NA,0012452,001240009,1.3,B3A_MG2
001240009,2,2,3,3,3,3,62,12,1,62,1,7,2005,NA,1,1,60,12,NA,NA,NA,NA,3,NA,,1,NA,0012452,001240009,1.3,B3A_MG2
001240009,2,3,3,3,3,3,62,12,1,62,1,4,2006,NA,1,1,2,4,NA,NA,NA,NA,3,NA,,3,NA,0012452,001240009,1.3,B3A_MG2
001240000,12,1,1,1,1,1,62,12,78,40,1,7,2004,NA,3,1,49,2,NA,NA,1,NA,3,NA,,1,NA,0012400,001240012,1.3,B3A_MG2
001240000,12,2,1,1,1,1,62,12,14,40,1,7,2007,NA,3,1,82,2,NA,NA,1,NA,3,NA,,1,NA,0012400,001240012,1.3,B3A_MG2
001240000,12,3,1,1,1,1,62,34,4,170,1,8,2010,NA,1,8,NA,2,NA,NA,1,NA,3,NA,,1,NA,0012400,001240012,1.3,B3A_MG2
001240000,12,4,3,3,3,3,62,12,1,62,1,9,2014,NA,1,8,NA,1,1,2,NA,NA,3,NA,,3,NA,0012400,001240012,1.3,B3A_MG2
001240000,24,1,3,3,3,3,62,12,1,62,1,8,2014,NA,1,8,NA,95,NA,NA,NA,NA,3,NA,,3,NA,0012400,001240024,1.3,B3A_MG2
001240000,25,1,8,8,1,3,62,14,98,998,1,98,1998,NA,1,8,NA,95,NA,NA,NA,NA,1,5,DF,1,NA,0012400,001240025,1.3,B3A_MG2
001240000,25,2,1,3,3,3,62,12,1,60,1,98,2000,NA,1,8,NA,9,NA,NA,NA,NA,3,NA,,1,NA,0012400,001240025,1.3,B3A_MG2
001240000,25,3,3,3,3,3,62,12,1,62,1,7,2001,NA,1,1,8,4,NA,NA,NA,NA,3,NA,,3,NA,0012400,001240025,1.3,B3A_MG2
001240009,1,1,1,1,3,3,62,12,1,60,1,6,1997,NA,3,1,12,2,NA,NA,1,NA,3,NA,,1,NA,0012452,001245201,1.3,B3A_MG2
001240009,1,2,3,3,3,3,62,12,1,62,1,7,2001,NA,1,1,12,12,NA,NA,NA,NA,3,NA,,1,NA,0012452,001245201,1.3,B3A_MG2
001240009,1,3,1,3,3,3,62,12,1,998,1,8,2003,NA,5,1,52,1,1,2,NA,NA,3,NA,,1,NA,0012452,001245201,1.3,B3A_MG2
001240009,1,4,3,3,3,3,62,12,1,62,1,3,2006,NA,1,1,52,4,NA,NA,NA,NA,3,NA,,3,NA,0012452,001245201,1.3,B3A_MG2
001290003,2,1,3,3,3,3,62,12,3,91,1,98,2002,NA,1,8,NA,8,NA,NA,NA,NA,3,NA,,3,NA,0012951,001290003,1.3,B3A_MG2
001290004,1,1,3,3,3,3,62,12,3,91,1,98,9998,NA,1,8,NA,95,NA,NA,NA,NA,3,NA,,3,NA,0012952,001290004,1.3,B3A_MG2
001290005,1,1,3,3,3,3,62,12,3,91,1,98,2003,NA,1,8,NA,95,NA,NA,NA,NA,1,1,E,3,NA,0012953,001290005,1.3,B3A_MG2
002010000,5,1,1,1,1,1,62,12,14,30,1,7,2000,NA,3,1,23,2,NA,NA,1,NA,3,NA,,1,NA,0020100,002010005,1.3,B3A_MG2
002010000,5,2,1,1,1,1,62,12,71,20,1,7,2003,NA,3,8,NA,2,NA,NA,1,NA,3,NA,,1,NA,0020100,002010005,1.3,B3A_MG2
002010000,5,3,3,3,3,3,62,12,14,34,1,6,2006,NA,1,8,NA,95,NA,NA,NA,NA,3,NA,,1,NA,0020100,002010005,1.3,B3A_MG2
002010000,5,4,8,1,1,1,62,31,72,998,1,9,2007,NA,3,8,NA,2,NA,NA,1,NA,3,NA,,1,NA,0020100,002010005,1.3,B3A_MG2
002010000,5,5,3,3,3,3,62,12,14,34,1,10,2010,NA,1,8,NA,1,1,2,NA,NA,3,NA,,3,NA,0020100,002010005,1.3,B3A_MG2
002010006,2,1,3,3,3,3,62,12,12,260,1,1,2009,NA,5,8,NA,8,NA,NA,NA,NA,1,1,A,3,NA,0020151,002010006,1.3,B3A_MG2
002010008,1,1,3,3,3,3,62,12,75,130,1,1,2014,NA,5,8,NA,95,NA,NA,NA,NA,3,NA,,3,NA,0020152,002010008,1.3,B3A_MG2
002010006,1,1,3,3,3,3,62,12,12,260,1,1,2009,NA,5,8,NA,95,NA,NA,NA,NA,1,1,A,3,NA,0020151,002015101,1.3,B3A_MG2
002020000,11,1,3,3,3,3,62,12,14,34,1,5,2008,NA,3,1,50,4,NA,NA,NA,NA,3,NA,,3,NA,0020200,002020011,1.3,B3A_MG2
002044100,3,1,3,3,3,3,62,12,14,34,1,98,2008,NA,1,1,1,8,NA,NA,NA,NA,1,4,AFG,3,NA,0020441,002040003,1.3,B3A_MG2
002040000,4,1,3,3,3,3,62,12,14,34,1,7,2013,NA,1,1,40,2,NA,NA,1,NA,3,NA,,3,NA,0020400,002040004,1.3,B3A_MG2
002040006,1,1,3,3,3,3,62,12,75,130,1,2,2014,NA,5,8,NA,95,NA,NA,NA,NA,3,NA,,3,NA,0020451,002040006,1.3,B3A_MG2
002050000,3,1,3,3,3,3,62,13,7,21,1,98,2000,NA,8,8,NA,8,NA,NA,NA,NA,1,6,BCDE,3,NA,0020500,002050003,1.3,B3A_MG2
002060004,2,1,1,3,3,3,62,12,14,34,1,98,9998,NA,1,1,10,8,NA,NA,NA,NA,1,4,DE,1,NA,0020651,002060004,1.3,B3A_MG2
002060004,2,2,3,3,3,3,62,12,14,32,1,98,9998,NA,1,1,6,4,NA,NA,NA,NA,3,NA,,3,NA,0020651,002060004,1.3,B3A_MG2
002114300,1,1,8,8,1,3,62,14,98,998,1,2,2014,NA,3,1,3000,1,1,2,NA,NA,3,NA,,1,NA,0021143,002110006,1.3,B3A_MG2
002114300,1,2,3,3,3,3,62,12,14,34,1,8,2014,NA,1,1,3000,95,NA,NA,NA,NA,3,NA,,3,NA,0021143,002110006,1.3,B3A_MG2
002114300,2,1,3,3,3,3,62,12,14,34,1,3,1993,NA,1,1,8,4,NA,NA,NA,NA,3,NA,,3,NA,0021143,002110007,1.3,B3A_MG2
002114300,4,1,1,3,3,3,62,12,14,32,1,6,2011,NA,1,1,4,2,NA,NA,1,NA,3,NA,,1,NA,0021143,002114304,1.3,B3A_MG2
002114300,4,2,3,3,3,3,62,12,14,34,1,5,2014,NA,1,1,4,12,NA,NA,NA,NA,3,NA,,3,NA,0021143,002114304,1.3,B3A_MG2
002150000,1,1,1,3,3,3,62,12,14,32,1,98,1970,NA,1,1,150,22,NA,NA,NA,NA,3,NA,,1,NA,0021500,002150001,1.3,B3A_MG2
002150000,1,2,1,1,3,3,62,12,78,40,1,98,1976,NA,3,1,150,12,NA,NA,NA,NA,3,NA,,1,NA,0021500,002150001,1.3,B3A_MG2
002150000,1,3,1,1,3,3,62,12,14,32,1,98,1978,NA,1,1,150,22,NA,NA,NA,NA,3,NA,,1,NA,0021500,002150001,1.3,B3A_MG2
002150000,1,4,3,3,3,3,62,12,14,34,1,98,1980,NA,1,1,11,12,NA,NA,NA,NA,3,NA,,3,NA,0021500,002150001,1.3,B3A_MG2
002150000,2,1,1,3,3,3,62,12,14,32,1,98,9998,NA,1,1,10,4,NA,NA,NA,NA,3,NA,,1,NA,0021500,002150002,1.3,B3A_MG2
002150000,2,2,3,3,3,3,62,12,14,34,1,98,9998,NA,1,1,10,95,NA,NA,NA,NA,1,1,A,3,NA,0021500,002150002,1.3,B3A_MG2
002180000,6,1,1,1,3,3,62,12,2,60,1,1,2012,NA,1,1,200,1,1,2,NA,NA,3,NA,,1,NA,0021800,002180006,1.3,B3A_MG2
002180000,6,2,3,3,3,3,62,12,14,34,1,12,2012,NA,1,1,200,1,1,5,NA,NA,3,NA,,3,NA,0021800,002180006,1.3,B3A_MG2
002184100,2,1,1,1,1,1,62,13,7,100,1,2,2008,NA,3,8,NA,1,1,2,NA,NA,1,3,AF,1,NA,0021841,002180007,1.3,B3A_MG2
002184100,2,2,8,1,1,1,62,12,75,998,1,11,2010,NA,3,8,NA,1,1,2,NA,NA,1,4,AFG,1,NA,0021841,002180007,1.3,B3A_MG2
002184100,2,3,3,3,3,3,62,12,14,34,1,11,2014,NA,1,8,NA,9,NA,NA,NA,NA,1,4,AFG,3,NA,0021841,002180007,1.3,B3A_MG2
002183100,1,1,1,1,1,3,62,13,7,20,1,5,2008,NA,1,8,NA,1,1,2,NA,NA,1,1,A,1,NA,0021831,002183101,1.3,B3A_MG2
002183100,1,2,3,3,3,3,62,12,14,32,1,5,2015,NA,1,8,NA,1,1,6,NA,NA,3,NA,,3,NA,0021831,002183101,1.3,B3A_MG2
002190005,4,1,3,3,3,3,62,12,14,30,1,12,2014,NA,3,1,30,95,NA,NA,NA,NA,3,NA,,3,NA,0021951,002190005,1.3,B3A_MG2
002190000,12,1,8,8,1,3,62,13,98,998,1,98,1999,NA,3,8,NA,1,1,2,NA,NA,3,NA,,1,NA,0021900,002190012,1.3,B3A_MG2
002190000,12,2,3,3,3,3,62,12,14,34,1,98,2007,NA,3,8,NA,4,NA,NA,NA,NA,3,NA,,3,NA,0021900,002190012,1.3,B3A_MG2
002190000,13,1,3,3,3,3,62,12,14,34,1,1,2007,NA,1,1,70,4,NA,NA,NA,NA,3,NA,,1,NA,0021900,002190013,1.3,B3A_MG2
002190000,13,2,8,1,3,3,62,12,71,998,1,12,2007,NA,3,8,NA,95,NA,NA,NA,NA,3,NA,,1,NA,0021900,002190013,1.3,B3A_MG2
002190000,13,3,3,3,3,3,62,12,14,34,1,11,2012,NA,1,8,NA,8,NA,NA,NA,NA,1,3,AG,3,NA,0021900,002190013,1.3,B3A_MG2
002200000,1,1,1,3,3,3,62,12,14,34,1,6,1983,NA,1,1,36,1,1,1,NA,NA,3,NA,,1,NA,0022000,002200001,1.3,B3A_MG2
002200000,1,2,3,3,3,3,62,12,14,33,1,10,1999,NA,1,1,36,22,NA,NA,NA,NA,1,5,AG,3,NA,0022000,002200001,1.3,B3A_MG2
002200000,2,1,1,3,3,3,62,12,14,30,1,7,1980,NA,5,1,16,2,NA,NA,1,NA,3,NA,,1,NA,0022000,002200002,1.3,B3A_MG2
002200000,2,2,3,3,3,3,62,12,14,33,1,6,1983,NA,1,1,16,12,NA,NA,NA,NA,3,NA,,3,NA,0022000,002200002,1.3,B3A_MG2
002200000,3,1,1,3,3,3,62,12,14,30,1,7,2001,NA,3,1,13,2,NA,NA,1,NA,3,NA,,1,NA,0022000,002200003,1.3,B3A_MG2
002200000,3,2,1,1,3,3,62,12,78,40,1,7,2004,NA,5,1,120,2,NA,NA,1,NA,3,NA,,1,NA,0022000,002200003,1.3,B3A_MG2
002200000,3,3,1,1,3,3,62,12,75,100,1,10,2007,NA,5,1,870,2,NA,NA,1,NA,3,NA,,1,NA,0022000,002200003,1.3,B3A_MG2
002200000,3,4,3,3,3,3,62,12,14,33,1,8,2013,NA,1,1,870,1,1,2,NA,NA,3,NA,,3,NA,0022000,002200003,1.3,B3A_MG2
002200000,4,1,1,3,3,3,62,12,14,30,1,98,2009,NA,3,1,18,2,NA,NA,1,NA,3,NA,,1,NA,0022000,002200004,1.3,B3A_MG2
002200000,4,2,3,3,3,3,62,12,14,33,1,98,2010,NA,3,1,18,12,NA,NA,NA,NA,3,NA,,3,NA,0022000,002200004,1.3,B3A_MG2
002220000,4,1,1,1,1,1,62,12,14,30,1,7,2012,NA,3,1,30,2,NA,NA,1,NA,3,NA,,1,NA,0022200,002220004,1.3,B3A_MG2
002220000,4,2,3,3,3,3,62,12,14,34,1,7,2013,NA,1,1,30,95,NA,NA,NA,NA,3,NA,,3,NA,0022200,002220004,1.3,B3A_MG2
002250000,4,1,1,3,3,3,62,12,14,30,1,98,2008,NA,3,1,20,2,NA,NA,1,NA,3,NA,,1,NA,0022500,002250004,1.3,B3A_MG2
002250000,4,2,3,3,3,3,62,12,14,34,1,98,2009,NA,1,1,20,9,NA,NA,NA,NA,3,NA,,3,NA,0022500,002250004,1.3,B3A_MG2
002250000,5,1,1,1,1,1,62,12,14,30,1,7,2004,NA,3,1,90,2,NA,NA,1,NA,3,NA,,1,NA,0022500,002250005,1.3,B3A_MG2
002250000,5,2,1,1,1,1,62,31,72,70,1,7,2007,NA,5,8,NA,2,NA,NA,1,NA,3,NA,,1,NA,0022500,002250005,1.3,B3A_MG2
002250000,5,3,3,3,3,3,62,12,14,34,1,10,2010,NA,1,8,NA,9,NA,NA,NA,NA,3,NA,,3,NA,0022500,002250005,1.3,B3A_MG2
002250000,10,1,3,3,3,3,62,12,14,34,1,11,2013,NA,1,1,12,4,NA,NA,NA,NA,3,NA,,3,NA,0022500,002250010,1.3,B3A_MG2
002270005,1,1,3,3,3,3,62,31,75,40,1,7,2013,NA,5,1,10000,2,NA,NA,1,NA,3,NA,,3,NA,0022750,002270005,1.3,B3A_MG2
002294200,1,1,1,3,3,3,62,13,12,100,1,98,2007,NA,1,8,NA,1,1,2,NA,NA,1,5,G,1,NA,0022942,002290007,1.3,B3A_MG2
002294200,1,2,3,3,3,3,62,13,12,80,1,1,2015,NA,1,8,NA,25,NA,NA,NA,95,1,5,G,3,NA,0022942,002290007,1.3,B3A_MG2
002294200,2,1,3,3,3,3,62,13,12,80,1,1,2015,NA,3,8,NA,1,1,1,NA,NA,1,4,BDE,3,NA,0022942,002294202,1.3,B3A_MG2
002294200,3,1,1,3,3,3,62,13,12,100,1,98,2012,NA,1,8,NA,8,NA,NA,NA,NA,1,4,BDE,1,NA,0022942,002294203,1.3,B3A_MG2
002294200,3,2,3,3,3,3,62,13,12,80,1,1,2015,NA,8,8,NA,8,NA,NA,NA,NA,1,4,BDE,3,NA,0022942,002294203,1.3,B3A_MG2
002290002,3,1,3,3,3,3,62,13,12,80,1,98,2010,NA,3,8,NA,8,NA,NA,NA,NA,3,NA,,3,NA,0022951,002295103,1.3,B3A_MG2
002300000,7,1,8,8,1,3,62,15,98,998,1,7,2002,NA,3,8,NA,1,1,2,NA,NA,3,NA,,1,NA,0023000,002300007,1.3,B3A_MG2
002300000,7,2,3,3,3,3,62,12,14,32,1,8,2014,NA,1,8,NA,7,NA,NA,NA,NA,1,4,AG,3,NA,0023000,002300007,1.3,B3A_MG2
002300000,14,1,8,1,1,3,62,15,1,998,1,98,1998,NA,1,8,NA,1,1,2,NA,NA,3,NA,,1,NA,0023000,002300014,1.3,B3A_MG2
002300000,14,2,3,3,3,3,62,12,14,32,1,98,2002,NA,1,8,NA,12,NA,NA,NA,NA,1,2,AG,3,NA,0023000,002300014,1.3,B3A_MG2
003010005,1,1,1,3,3,3,62,12,7,70,1,2,2004,NA,1,1,175,12,NA,NA,NA,NA,3,NA,,1,NA,0030151,003010005,1.3,B3A_MG2
003010005,1,2,1,3,3,3,62,12,7,130,1,12,2010,NA,1,1,40,4,NA,NA,NA,NA,3,NA,,1,NA,0030151,003010005,1.3,B3A_MG2
003010005,1,3,3,3,3,3,62,12,7,150,1,8,2014,NA,1,1,35,95,NA,NA,NA,NA,1,2,AG,3,NA,0030151,003010005,1.3,B3A_MG2
003010007,1,1,1,1,3,3,62,12,2,11,1,11,2008,NA,1,8,NA,4,NA,NA,NA,NA,1,1,A,1,NA,0030152,003010007,1.3,B3A_MG2
003010007,1,2,3,3,3,3,62,12,77,50,1,5,2009,NA,1,8,NA,9,NA,NA,NA,NA,1,1,A,3,NA,0030152,003010007,1.3,B3A_MG2
003010005,2,1,1,1,1,3,62,21,71,70,1,98,2005,NA,1,8,NA,1,1,2,NA,NA,3,NA,,1,NA,0030151,003015102,1.3,B3A_MG2
003010005,2,2,1,3,3,3,62,12,7,130,1,98,2007,NA,1,8,NA,12,NA,NA,NA,NA,3,NA,,1,NA,0030151,003015102,1.3,B3A_MG2
003010005,2,3,3,3,3,3,62,12,7,150,1,8,2014,NA,1,1,30,1,1,1,NA,NA,1,3,ADG,3,NA,0030151,003015102,1.3,B3A_MG2
003040000,1,1,1,3,3,3,62,12,77,40,1,98,1989,NA,3,1,1,1,1,1,NA,NA,3,NA,,1,NA,0030400,003040001,1.3,B3A_MG2
003040000,1,2,3,3,3,3,62,12,77,50,1,98,1991,NA,3,1,3,1,1,1,NA,NA,1,3,AG,3,NA,0030400,003040001,1.3,B3A_MG2
003040003,2,1,1,1,3,3,62,12,12,260,1,2,2010,NA,1,8,NA,1,1,2,NA,NA,3,NA,,1,NA,0030451,003040003,1.3,B3A_MG2
003040003,2,2,3,3,3,3,62,12,77,50,1,8,2010,NA,3,8,NA,9,NA,NA,NA,NA,3,NA,,3,NA,0030451,003040003,1.3,B3A_MG2
003040003,1,1,1,1,1,3,62,14,5,20,1,98,2007,NA,3,8,NA,1,1,2,NA,NA,3,NA,,1,NA,0030451,003045101,1.3,B3A_MG2
003040003,1,2,1,1,3,3,62,12,75,40,1,7,2008,NA,3,8,NA,1,1,2,NA,NA,3,NA,,1,NA,0030451,003045101,1.3,B3A_MG2
003040003,1,3,3,3,3,3,62,12,77,50,1,98,2009,NA,3,8,NA,12,NA,NA,NA,NA,3,NA,,3,NA,0030451,003045101,1.3,B3A_MG2
003050003,2,1,1,1,1,3,62,36,74,40,1,98,1996,NA,5,8,NA,1,1,2,NA,NA,3,NA,,1,NA,0030551,003050003,1.3,B3A_MG2
003050003,2,2,1,3,3,3,62,12,77,50,1,98,1999,NA,3,8,NA,9,NA,NA,NA,NA,3,NA,,1,NA,0030551,003050003,1.3,B3A_MG2
003050003,2,3,3,3,3,3,62,12,77,30,1,5,2000,NA,1,1,30,4,NA,NA,NA,NA,3,NA,,3,NA,0030551,003050003,1.3,B3A_MG2
003050006,1,1,1,3,3,3,62,12,77,20,1,1,2012,NA,1,1,4,1,1,7,NA,NA,1,1,A,1,NA,0030552,003050006,1.3,B3A_MG2
003050006,1,2,3,3,3,3,62,12,77,40,1,2,2013,NA,1,1,3,9,NA,NA,NA,NA,1,2,AG,3,NA,0030552,003050006,1.3,B3A_MG2
003050000,7,1,8,1,3,3,62,12,75,998,1,8,2007,NA,5,1,300,1,1,1,NA,NA,3,NA,,1,NA,0030500,003050007,1.3,B3A_MG2
003050000,7,2,3,3,3,3,62,12,77,50,1,4,2008,NA,1,1,300,9,NA,NA,NA,NA,3,NA,,3,NA,0030500,003050007,1.3,B3A_MG2
003050000,8,1,1,3,3,3,62,12,77,20,1,3,2013,NA,5,1,6,9,NA,NA,NA,NA,3,NA,,1,NA,0030500,003050008,1.3,B3A_MG2
003050000,8,2,3,3,3,3,62,12,77,50,1,3,2015,NA,5,1,6,9,NA,NA,NA,NA,1,2,AG,3,NA,0030500,003050008,1.3,B3A_MG2
003050009,1,1,3,3,3,3,62,31,72,70,1,8,2014,NA,5,8,NA,1,1,1,NA,NA,3,NA,,3,NA,0030553,003050009,1.3,B3A_MG2
003050000,10,1,1,3,3,3,62,12,77,20,1,98,2013,NA,1,1,220,13,NA,NA,NA,NA,3,NA,,1,NA,0030500,003050010,1.3,B3A_MG2
003050000,10,2,3,3,3,3,62,12,77,50,1,3,2015,NA,1,1,10,9,NA,NA,NA,NA,1,2,AG,3,NA,0030500,003050010,1.3,B3A_MG2
003050003,1,1,1,1,1,3,62,17,3,60,1,98,1989,NA,3,8,NA,1,1,1,NA,NA,3,NA,,1,NA,0030551,003055101,1.3,B3A_MG2
003050003,1,2,3,3,3,3,62,12,77,30,1,98,1997,NA,1,8,NA,9,NA,NA,NA,NA,3,NA,,3,NA,0030551,003055101,1.3,B3A_MG2
003070000,2,1,3,3,3,3,62,12,77,50,1,5,2010,NA,1,1,6,8,NA,NA,NA,NA,1,2,G,3,NA,0030700,003070002,1.3,B3A_MG2
003090005,1,1,1,1,1,3,62,14,71,60,1,98,2000,NA,1,8,NA,2,NA,NA,1,NA,3,NA,,1,NA,0030951,003090005,1.3,B3A_MG2
003090005,1,2,1,1,1,3,62,14,73,30,1,98,2001,NA,3,8,NA,1,1,1,NA,NA,3,NA,,1,NA,0030951,003090005,1.3,B3A_MG2
003090005,1,3,3,3,3,3,62,12,77,50,1,98,2007,NA,1,8,NA,9,NA,NA,NA,NA,3,NA,,3,NA,0030951,003090005,1.3,B3A_MG2
003094100,1,1,8,1,3,3,62,12,75,998,1,11,2008,NA,5,1,1000,2,NA,NA,1,NA,3,NA,,1,NA,0030941,003090006,1.3,B3A_MG2
003094100,1,2,3,3,3,3,62,12,4,30,1,3,2011,NA,3,1,500,4,NA,NA,NA,NA,1,2,AG,3,NA,0030941,003090006,1.3,B3A_MG2
003090000,19,1,3,3,3,3,62,12,77,50,1,8,2014,NA,3,1,10,16,NA,NA,NA,NA,3,NA,,3,NA,0030900,003090019,1.3,B3A_MG2
003094100,2,1,3,3,3,3,62,12,4,30,1,2,2003,NA,1,1,88,1,1,1,NA,NA,3,NA,,3,NA,0030941,003094102,1.3,B3A_MG2
003104200,2,1,3,3,3,3,62,12,77,10,1,4,2007,NA,1,1,19,4,NA,NA,NA,NA,3,NA,,3,NA,0031042,003100005,1.3,B3A_MG2
003110003,2,1,1,1,3,3,62,12,75,40,1,98,2009,NA,5,8,NA,1,2,NA,NA,NA,3,NA,,1,NA,0031151,003110003,1.3,B3A_MG2
003110003,2,2,3,3,3,3,62,12,20,30,1,98,2010,NA,3,8,NA,9,NA,NA,NA,NA,1,2,AG,3,NA,0031151,003110003,1.3,B3A_MG2
003110003,1,1,1,1,3,3,62,12,75,40,8,NA,NA,17,5,8,NA,1,1,2,NA,NA,3,NA,,1,NA,0031151,003115101,1.3,B3A_MG2
003110003,1,2,3,3,3,3,62,12,20,30,1,98,2011,NA,1,8,NA,12,NA,NA,NA,NA,1,2,AG,3,NA,0031151,003115101,1.3,B3A_MG2
003124100,1,1,1,1,3,3,62,12,77,50,1,10,2010,NA,1,8,NA,2,NA,NA,1,NA,3,NA,,1,NA,0031241,003120003,1.3,B3A_MG2
003124100,1,2,3,3,3,3,62,12,20,30,1,3,2011,NA,1,8,NA,1,1,3,NA,NA,3,NA,,3,NA,0031241,003120003,1.3,B3A_MG2
003124200,1,1,1,1,1,3,62,12,77,50,1,5,2009,NA,1,1,70,9,NA,NA,NA,NA,3,NA,,1,NA,0031242,003120004,1.3,B3A_MG2
003124200,1,2,3,3,3,3,62,34,71,60,1,8,2010,NA,1,8,NA,2,NA,NA,1,NA,3,NA,,3,NA,0031242,003120004,1.3,B3A_MG2
003130000,7,1,1,1,3,3,62,12,75,50,1,1,2013,NA,5,8,NA,1,1,2,NA,NA,3,NA,,1,NA,0031300,003130007,1.3,B3A_MG2
003130000,7,2,3,3,3,3,62,12,77,50,1,7,2014,NA,3,8,NA,9,NA,NA,NA,NA,1,1,D,3,NA,0031300,003130007,1.3,B3A_MG2
003134100,5,1,1,1,3,3,62,12,3,110,1,98,2002,NA,3,8,NA,2,NA,NA,1,NA,3,NA,,1,NA,0031341,003134105,1.3,B3A_MG2
003134100,5,2,3,3,3,3,62,12,75,50,1,98,2008,NA,5,8,NA,1,1,1,NA,NA,3,NA,,3,NA,0031341,003134105,1.3,B3A_MG2
003150003,2,1,1,3,3,3,62,12,77,10,1,11,2010,NA,1,1,8,13,NA,NA,NA,NA,1,1,A,1,NA,0031551,003150003,1.3,B3A_MG2
003150003,2,2,3,3,3,3,62,12,77,30,1,1,2014,NA,1,1,6,1,2,NA,NA,NA,1,2,AG,3,NA,0031551,003150003,1.3,B3A_MG2
003150003,1,1,3,3,3,3,62,12,77,30,1,1,2014,NA,1,1,3,1,1,7,NA,NA,1,2,AG,3,NA,0031551,003155101,1.3,B3A_MG2
003170000,1,1,8,8,3,3,62,12,98,998,8,NA,NA,12,1,8,NA,8,NA,NA,NA,NA,1,5,BCDE,1,NA,0031700,003170001,1.3,B3A_MG2
003170000,1,2,8,1,3,3,62,12,75,998,8,NA,NA,13,3,8,NA,8,NA,NA,NA,NA,1,9,BCDE,1,NA,0031700,003170001,1.3,B3A_MG2
003170000,1,3,3,3,3,3,62,12,77,50,1,12,9998,NA,1,8,NA,4,NA,NA,NA,NA,3,NA,,3,NA,0031700,003170001,1.3,B3A_MG2
003170006,2,1,3,3,3,3,62,12,3,90,1,98,2015,NA,1,1,2,4,NA,NA,NA,NA,3,NA,,3,NA,0031752,003170006,1.3,B3A_MG2
003183100,2,1,3,3,3,3,62,12,77,50,1,11,2008,NA,3,8,NA,12,NA,NA,NA,NA,3,NA,,3,NA,0031831,003180004,1.3,B3A_MG2
