Person,1999,2000,2001,2002,2003,2004,2005,2006,2007
1231100006,,has job,has job,has job,has job,has job,has job,has job,has job
3141300004,,,,,,,has job,has job,has job
3210600008,has job,,has job,has job,has job,has job,has job,has job,has job
