Person,1999,2000,2001,2002,2003,2004,2005,2006,2007
391100003,no job,no job,no job,no job,,,,,
391100044,no job,no job,no job,no job,no job,no job,no job,,
391132002,no job,no job,no job,,,,,,
391300007,,,,,,no job,no job,no job,no job
391300012,no job,no job,no job,no job,,,,,
391300013,no job,no job,no job,no job,no job,no job,,,
391400003,no job,no job,no job,no job,no job,no job,no job,,
391400004,no job,no job,no job,no job,no job,no job,no job,no job,
391500006,no job,no job,no job,no job,,,no job,no job,no job
391531001,no job,no job,no job,no job,no job,,,,
391600051,no job,no job,no job,,,,,,
391600052,no job,no job,,,,no job,no job,,
391700004,no job,no job,no job,no job,no job,no job,no job,no job,
391800012,,,,,,,,,no job
391900002,,,no job,no job,no job,no job,no job,no job,no job
391900003,no job,no job,no job,no job,,,,,
392000022,,,no job,no job,no job,no job,no job,no job,no job
400100006,,,,,,no job,no job,no job,no job
400100008,no job,no job,no job,no job,no job,no job,no job,no job,
400100009,no job,no job,no job,no job,no job,no job,no job,no job,no job
400200004,no job,no job,,,,,,,
400200005,no job,no job,no job,no job,no job,,,,
400300008,no job,no job,no job,no job,,,,,
400300032,,,no job,no job,no job,no job,no job,no job,no job
400500003,no job,no job,no job,no job,no job,no job,,,
400600002,,no job,,,,,,,
400700001,no job,no job,no job,no job,,,,,
400800002,no job,no job,no job,no job,no job,no job,no job,,
400900003,,,no job,no job,no job,no job,,,
401000003,no job,no job,no job,no job,no job,,,,
401100003,no job,no job,no job,no job,no job,no job,,,
401100041,no job,no job,no job,no job,no job,no job,no job,,
401431004,,no job,no job,,,,,,
401500042,no job,no job,no job,no job,no job,no job,no job,,
401511002,no job,no job,no job,no job,,,,,no job
401900002,,,,,,,no job,no job,
401900041,no job,no job,no job,no job,no job,no job,,,
402000005,,,,,no job,,,,
402000032,no job,no job,no job,,,,,,no job
402200001,,,,no job,,,,,
402200005,,,no job,no job,no job,no job,no job,no job,no job
402300003,no job,no job,no job,no job,no job,,,,
402300005,no job,no job,no job,no job,no job,no job,,,
402300042,no job,no job,no job,no job,no job,,,no job,
402600008,no job,no job,no job,no job,no job,no job,,,
402631001,,,no job,no job,,,,,
402631002,no job,no job,,no job,,,,,
402800004,,no job,no job,,,,,,
404100002,no job,no job,no job,no job,no job,no job,no job,no job,no job
410100004,no job,no job,,,,,,,
410100052,,,no job,no job,no job,no job,no job,no job,no job
410200003,no job,no job,no job,no job,no job,no job,no job,no job,
410300052,no job,no job,no job,no job,no job,,,,
410400001,,,,,,,no job,no job,no job
410600041,no job,no job,,,,,,,
410600056,no job,no job,no job,no job,,,,,
410700003,,,,,,no job,no job,no job,
410700005,no job,no job,no job,no job,,,,,
410900003,no job,no job,no job,no job,,,,,
410900041,no job,no job,no job,no job,,,,no job,no job
411000005,no job,no job,no job,no job,,,,,
411000006,,,,,,,,,no job
411100004,no job,no job,,,,,,,
411100006,no job,no job,no job,no job,no job,no job,no job,,
411100052,no job,no job,no job,,,,,,
411332006,no job,no job,no job,no job,no job,no job,,,
411600041,no job,no job,no job,,,,,,
411600042,no job,no job,no job,no job,no job,no job,,,
411800001,,,,no job,no job,no job,no job,no job,no job
411800022,no job,no job,no job,no job,no job,no job,no job,no job,
412000001,,,,,,,,,no job
412000005,no job,no job,no job,no job,no job,no job,no job,no job,
412100032,no job,no job,,,,,,,no job
412100042,no job,no job,no job,no job,no job,no job,,,
412100041,no job,no job,no job,,,,,,
412100052,no job,no job,no job,,,,,,
412200002,no job,no job,no job,no job,no job,no job,no job,no job,
412200003,no job,no job,,,,,,,
412400004,no job,no job,no job,no job,no job,no job,no job,no job,
412400005,no job,no job,no job,no job,no job,,,,
412500006,no job,no job,no job,no job,no job,no job,no job,,
412531002,no job,,,,,,,,
412700003,no job,no job,no job,no job,no job,no job,,,
414211002,no job,no job,no job,no job,no job,no job,no job,,
414300006,no job,no job,,,no job,no job,no job,no job,no job
414400005,no job,no job,no job,no job,,,,,
414411002,,,,,,,,no job,no job
420100003,no job,no job,no job,no job,no job,no job,,,
420200008,no job,,,,,,,,
4202000012,no job,no job,no job,no job,no job,no job,no job,no job,
420200042,,,,,,,,no job,
420200101,no job,no job,no job,no job,no job,no job,no job,no job,
420231002,no job,no job,no job,no job,,,,,
420232005,no job,no job,no job,no job,no job,,,,
420300004,no job,no job,no job,no job,no job,no job,,,
420300032,no job,no job,no job,no job,no job,no job,,no job,no job
420400006,no job,no job,no job,no job,,,,no job,
420431001,,,,,no job,,,,
420500002,,,,,,,,no job,no job
420500008,no job,no job,no job,no job,,,,,
420500009,no job,no job,no job,no job,no job,no job,,,
420600074,no job,no job,no job,no job,,,,,no job
420600073,no job,no job,no job,,,,,,
420631001,no job,no job,no job,no job,no job,no job,no job,,
420700001,,,,,,,,,no job
420700031,no job,no job,no job,no job,no job,no job,no job,,
420721004,no job,no job,no job,no job,no job,no job,,,
420911001,no job,no job,no job,no job,,,,,
421000051,no job,no job,no job,no job,no job,no job,,,
421031003,no job,,,,,no job,no job,no job,
421200031,no job,no job,no job,,,,,,
421300005,no job,no job,no job,no job,no job,no job,no job,no job,
421300041,no job,no job,no job,no job,,,,,
421300042,no job,no job,no job,no job,no job,no job,no job,no job,
421400032,no job,no job,no job,no job,no job,no job,,,
421400031,no job,no job,no job,no job,,,,,
421400046,no job,no job,no job,no job,no job,no job,,,
421500062,no job,no job,,,,,,,
421500061,no job,no job,,,,,,,
421500091,no job,,,,,,,,
421500092,no job,no job,no job,no job,no job,no job,no job,,
421512001,no job,no job,no job,,,,,,
421531002,,,,,,,,no job,no job
421532001,no job,no job,no job,no job,,,,,
421533002,no job,no job,no job,no job,,,,,
421537001,,,no job,,,,,,
421537002,no job,,,,,,,,
421538001,no job,no job,no job,no job,,,,,
421538003,no job,no job,no job,no job,,,,,
421600005,no job,no job,no job,,,,,,
421700006,no job,no job,no job,no job,no job,no job,no job,,
421700007,no job,no job,no job,no job,no job,no job,no job,no job,no job
421732002,no job,no job,no job,no job,no job,no job,,,
4218000015,no job,no job,no job,no job,no job,,,,
421800052,no job,no job,no job,no job,no job,no job,,,
422000005,no job,no job,no job,no job,no job,,,,
422000006,no job,no job,no job,no job,no job,no job,no job,no job,
422000033,no job,no job,no job,,,,,,
422200001,,,,,no job,no job,no job,no job,no job
422200032,no job,no job,,,,,,,
422232003,,,,,,no job,,,
422300005,no job,no job,no job,no job,,,,,
422300042,no job,no job,no job,,no job,no job,no job,no job,no job
422300041,no job,no job,no job,no job,no job,no job,,,
422300071,no job,no job,no job,no job,no job,no job,no job,,
422600004,no job,no job,no job,no job,,,,,
422600032,no job,,,,,,,,6
422600031,,,,,,,,,6
422600051,no job,no job,no job,no job,no job,no job,,,
422800031,no job,no job,no job,no job,no job,no job,no job,,
422800032,no job,no job,no job,no job,no job,no job,no job,no job,
422900005,no job,no job,no job,no job,,,,,
423000003,no job,no job,no job,no job,,,,,
430100035,,,,,,,,,no job
430200004,no job,no job,no job,no job,no job,,,,
430200006,no job,no job,no job,no job,no job,no job,no job,no job,no job
430300006,no job,no job,,,,,,,
430300007,no job,no job,no job,no job,no job,no job,no job,,
430300052,no job,no job,,,,,no job,no job,no job
430331002,no job,no job,no job,no job,no job,no job,no job,,
430400002,no job,,,,,,,,
430400005,no job,no job,no job,,,,,,
430400046,no job,no job,no job,no job,no job,,,no job,no job
430600006,no job,no job,no job,no job,,,,no job,no job
430600052,no job,no job,no job,no job,no job,no job,no job,no job,no job
430600051,no job,no job,no job,no job,no job,no job,no job,,
430700005,no job,no job,no job,no job,no job,no job,no job,no job,
430700043,no job,no job,no job,no job,no job,,,,
430900001,no job,,,,,,,,
430900042,no job,,,,,,,,
431000001,no job,,,,no job,,,,
431000002,no job,no job,no job,no job,no job,no job,,,
431000004,no job,no job,no job,no job,no job,no job,no job,no job,
431000031,no job,no job,no job,no job,no job,no job,no job,,
431100002,no job,no job,no job,no job,no job,,,,
431300002,no job,no job,,,no job,no job,,,no job
431300031,no job,no job,no job,,,,,,
431400004,no job,no job,no job,no job,no job,no job,,,
431500031,no job,no job,no job,no job,no job,no job,no job,,
431500062,no job,no job,no job,no job,no job,no job,no job,,
431500072,no job,no job,no job,no job,no job,no job,,,
431600032,,,,,,no job,no job,no job,no job
431700005,no job,no job,no job,no job,no job,no job,no job,no job,
431700006,no job,no job,no job,no job,no job,no job,no job,no job,
431700031,no job,no job,no job,no job,no job,no job,,,
431900006,no job,no job,no job,no job,no job,no job,no job,no job,
432000001,,,,,,,,no job,no job
4320000015,no job,no job,,,,,,,
4320000016,no job,no job,no job,no job,no job,no job,,,
4320000017,no job,no job,no job,no job,no job,,,,no job
4320000028,no job,no job,no job,no job,no job,no job,,,
4320000029,,,no job,no job,no job,no job,no job,no job,no job
4320000031,no job,no job,no job,no job,no job,,no job,,
432000083,no job,no job,no job,no job,no job,no job,no job,no job,no job
432000082,,,no job,no job,no job,no job,no job,,
432000127,no job,no job,no job,no job,no job,,,,
432000126,no job,no job,no job,no job,no job,no job,,,
432200062,no job,no job,no job,no job,no job,no job,,,
432300004,no job,no job,no job,no job,no job,no job,,,
432400005,no job,no job,no job,,,,,,
432500062,no job,no job,no job,no job,no job,no job,no job,no job,no job
432500075,no job,,,,,,,,
432500073,no job,,,,,,,,
432600001,,,,,,no job,no job,no job,no job
432600002,,,,,no job,no job,no job,no job,no job
4326000012,no job,no job,no job,no job,no job,,,,
4326000013,no job,no job,no job,no job,no job,no job,no job,,
432700105,no job,no job,no job,no job,no job,no job,no job,,
432700103,no job,no job,no job,no job,no job,,,,
432711003,no job,,,,no job,no job,,,
432800004,no job,no job,no job,no job,,,,,
432800009,no job,no job,no job,no job,no job,no job,,,
432900033,no job,no job,no job,no job,no job,no job,no job,no job,
433000001,no job,no job,no job,,,,no job,no job,
433000002,no job,no job,no job,no job,no job,no job,no job,no job,
433000004,no job,no job,no job,,,,,,
433000007,,,,no job,,,,,
433000056,no job,,,,,,no job,,
433011002,no job,no job,no job,no job,no job,no job,,,
440200001,no job,,,,,,,,
440200002,no job,,,,,,,,
440200003,no job,no job,no job,,,,no job,,
440300004,,,,,,,,,6
440300007,no job,no job,,,,,no job,no job,6
440300081,no job,no job,no job,no job,no job,no job,,,6
440300091,no job,no job,no job,no job,no job,no job,no job,no job,6
440400041,no job,no job,no job,no job,no job,,,,
440500001,,no job,,,,,,,
440500006,no job,no job,,,,,,,
440500021,no job,no job,no job,no job,no job,no job,no job,no job,
440600002,,no job,,,,,,,
440600035,no job,,,,,,,,
440800034,no job,no job,no job,no job,no job,no job,,no job,
440900005,no job,no job,no job,no job,no job,no job,no job,no job,
441000002,no job,,,,,,,,
441000003,no job,no job,no job,no job,no job,,,,
441000041,no job,no job,no job,,,no job,no job,no job,no job
441200003,no job,no job,no job,,,,,,
441200043,no job,no job,no job,no job,no job,no job,no job,no job,no job
441300002,,,,,,,,,no job
441300006,no job,,,,,,no job,no job,no job
441431002,no job,no job,no job,no job,no job,no job,no job,,
441500074,no job,no job,no job,no job,no job,no job,,,
441511003,no job,no job,no job,no job,,,,,
441511004,no job,no job,no job,no job,no job,,no job,,
441600002,no job,no job,no job,no job,no job,no job,no job,no job,
441600003,no job,no job,no job,no job,no job,no job,no job,,
441700001,,,,,,,no job,no job,6
441700004,,,,,,,,,6
441731002,,,no job,,,no job,no job,no job,no job
441800005,,,no job,no job,no job,no job,no job,no job,no job
441800008,,,,,no job,no job,no job,no job,no job
441811003,no job,no job,,,,,,,
441811008,no job,no job,no job,,,,,,
441900007,no job,no job,no job,no job,no job,no job,no job,no job,
442100003,no job,no job,no job,no job,no job,no job,,,
442100004,,,,,,,no job,no job,
442300002,no job,no job,no job,no job,no job,no job,no job,no job,
442300005,no job,no job,no job,no job,no job,no job,,,
442300032,,no job,no job,no job,no job,no job,no job,no job,no job
442300042,no job,,,no job,no job,no job,no job,no job,no job
442300062,no job,no job,no job,no job,no job,no job,no job,no job,
442400005,no job,no job,no job,no job,no job,,,,
442400031,no job,no job,no job,no job,,,,,
442400042,no job,no job,no job,no job,no job,no job,no job,no job,
442500003,no job,no job,no job,,,no job,no job,no job,no job
442500006,no job,no job,no job,,,,no job,,
442500012,no job,no job,no job,,,,,,
442600001,,,,,,,,,6
442900005,no job,no job,no job,no job,no job,no job,,,6
442900041,no job,no job,no job,,,,,,6
443000009,no job,no job,no job,no job,no job,no job,no job,,
443000101,no job,no job,no job,no job,no job,no job,no job,no job,
450100005,no job,no job,no job,no job,no job,no job,,no job,no job
450100032,no job,no job,no job,no job,no job,,,,
450200002,no job,,,,,,,,
450300001,,,no job,no job,no job,no job,no job,no job,no job
450300004,no job,no job,no job,no job,no job,no job,no job,no job,
450400001,,,,,,,,,no job
450400002,no job,no job,no job,no job,no job,no job,,,no job
450631002,no job,no job,no job,no job,no job,no job,no job,,6
450631001,,,no job,no job,no job,no job,no job,,6
450700003,no job,no job,no job,no job,no job,,,,
450700004,no job,no job,no job,no job,no job,,,,
451000042,no job,no job,no job,,,,,,
451000043,no job,no job,no job,no job,no job,,,,
451000051,no job,no job,no job,no job,,,,,
451000052,no job,no job,no job,no job,no job,no job,no job,no job,
451100002,,,,,,no job,no job,no job,no job
451100003,,,,,,,no job,no job,no job
451400005,no job,no job,no job,no job,no job,no job,,,
451500002,,,,no job,no job,no job,no job,no job,no job
451531002,,,,,,,,,no job
451531003,no job,no job,no job,,,,,,
451532002,no job,no job,no job,no job,no job,no job,no job,no job,
451532003,no job,no job,no job,no job,no job,,no job,no job,no job
451600003,no job,no job,no job,,,,,,
451700002,,,,,no job,no job,,,
451700004,no job,no job,no job,no job,no job,no job,,,
451700008,no job,no job,no job,no job,no job,no job,no job,no job,
451700032,no job,,,,,,,,
451731005,no job,no job,no job,no job,no job,no job,no job,no job,
451731006,no job,no job,no job,no job,no job,no job,no job,,
451800005,no job,no job,no job,,,,,,
451831001,no job,no job,no job,no job,,,,,
451831003,no job,no job,no job,no job,no job,no job,no job,,
451900001,no job,no job,no job,no job,no job,no job,no job,no job,
451900003,no job,no job,no job,no job,no job,no job,no job,no job,
452100006,no job,no job,no job,no job,no job,no job,no job,no job,
452100007,no job,no job,no job,no job,,,,,
452200006,no job,no job,no job,no job,no job,no job,no job,no job,
452200007,no job,no job,no job,no job,no job,no job,no job,no job,
452300002,,,,,,,no job,no job,
452300004,no job,no job,no job,no job,no job,no job,no job,no job,no job
452300005,no job,no job,no job,no job,no job,no job,no job,no job,
452400051,no job,no job,no job,no job,no job,,,,
452400061,no job,no job,no job,no job,no job,no job,,,
452521003,no job,no job,no job,,,,,,
452521007,no job,,,,,,,,
452600002,,,,no job,no job,no job,no job,no job,no job
452600005,no job,no job,no job,no job,no job,no job,no job,,
452600006,no job,no job,no job,no job,no job,no job,no job,no job,
452632002,no job,no job,no job,no job,no job,no job,no job,no job,
452700006,no job,no job,no job,no job,no job,no job,no job,no job,
452831005,,no job,no job,no job,no job,no job,no job,no job,no job
4529000015,no job,no job,no job,,,,,,
452900052,no job,no job,no job,no job,no job,,,,
452900062,no job,no job,no job,no job,no job,no job,no job,,
452900082,no job,no job,no job,no job,,,,,
452900081,no job,no job,no job,no job,,,,,
452931003,no job,no job,no job,no job,no job,no job,no job,no job,no job
453000006,no job,,no job,no job,no job,,,,
453000007,no job,no job,no job,no job,,,,,
453000032,,,no job,,,,,,
460100038,no job,no job,no job,no job,,,,no job,no job
460200041,no job,no job,no job,no job,no job,no job,no job,,
460200051,no job,no job,no job,no job,no job,no job,no job,,
460500006,no job,no job,no job,no job,no job,no job,no job,,
460500052,,,,no job,,,,,
460600007,no job,no job,no job,no job,no job,no job,no job,,no job
460631002,no job,no job,no job,no job,,,,,
460700041,no job,no job,no job,no job,,,,,
461031001,no job,no job,no job,no job,no job,no job,no job,no job,6
461100001,,,,,no job,,,,
461400001,,,,,,,,no job,no job
461400003,,,,,,no job,no job,no job,
461400004,no job,no job,no job,no job,no job,no job,no job,,
461600002,no job,no job,no job,no job,no job,no job,,,
461600004,,,,no job,,,,,
461600005,no job,no job,no job,no job,no job,,,,
461821006,no job,no job,no job,,,,,,
461900002,no job,no job,no job,no job,,,,,
462000005,no job,no job,no job,no job,no job,no job,,no job,no job
462031002,no job,no job,no job,no job,no job,no job,no job,no job,
470100062,no job,no job,no job,no job,no job,no job,,,
470300001,,,,,,,,,6
470300002,,,,,,,,,6
470311002,no job,no job,no job,no job,,,,,
470400005,no job,no job,no job,no job,,no job,,,
470400006,no job,no job,no job,no job,no job,no job,,,
470400007,no job,no job,,,,,,,
470400042,no job,no job,no job,no job,no job,no job,no job,,
470500001,,,,,,,,,6
470500004,no job,no job,no job,no job,no job,no job,no job,no job,
470600004,no job,no job,no job,no job,no job,no job,no job,,6
470711004,no job,no job,,,,,,,
470800006,no job,no job,no job,no job,no job,no job,no job,,
470800052,no job,no job,no job,no job,no job,no job,no job,,
471000003,no job,no job,no job,no job,no job,no job,no job,,
471000004,no job,no job,no job,no job,no job,no job,no job,,
471100002,no job,no job,no job,no job,no job,no job,no job,no job,
471200001,,,,,,,,,6
471200002,,,,,,,,,6
471200042,no job,no job,no job,no job,no job,no job,,,
471200052,no job,no job,no job,no job,no job,no job,no job,no job,
471300001,,,,,,,,,6
471300002,,,,,,,,,6
471300006,no job,no job,,,,,,,6
471300008,no job,no job,no job,no job,no job,no job,no job,,
471300041,,,,,,,,,6
471300042,no job,no job,,,,,,,
471432001,no job,no job,no job,no job,no job,no job,no job,,
471432002,no job,no job,no job,no job,no job,no job,no job,,
471500002,no job,no job,no job,no job,no job,no job,,,
471500004,no job,no job,no job,no job,no job,no job,no job,,
471500005,no job,no job,no job,no job,no job,no job,no job,,
471500031,no job,no job,no job,no job,no job,,,,
471600002,,,,,,,,,6
471600003,,,,,,,,,6
471700042,no job,no job,no job,no job,,,,,
471800001,no job,no job,no job,no job,no job,,,,
471800003,no job,no job,no job,,,,,,
4719000011,no job,no job,no job,,no job,no job,no job,no job,no job
471921001,no job,no job,no job,,,,,,
471921005,no job,,,,,,,,
471921004,no job,no job,,no job,no job,no job,,no job,
471931001,,,,,,,,,6
472000004,no job,no job,no job,no job,no job,no job,no job,,
472100001,,,,,,,,,6
472100002,,,,,,,,,6
472200002,no job,,,,,,,,
472200005,no job,no job,no job,no job,no job,no job,no job,no job,
472300006,no job,no job,no job,no job,no job,no job,no job,,
472300041,no job,,,,,,,,
472421001,no job,no job,no job,no job,,,no job,no job,
472500001,,,,,,,,,6
472500002,,,,,,,,,6
472500005,no job,no job,no job,no job,no job,no job,no job,no job,no job
472500042,no job,no job,no job,no job,no job,,,,
472531003,no job,,,,,,,,6
472700001,,,,,no job,no job,,,
472700002,,,,,,no job,no job,no job,no job
472700004,no job,no job,no job,no job,no job,no job,no job,no job,
472800008,no job,no job,no job,no job,no job,no job,no job,,
480100002,,,,,,,,,6
480100044,no job,no job,no job,no job,no job,,no job,no job,6
480100043,,,,,,,,,6
480111003,no job,no job,no job,no job,no job,no job,no job,no job,6
480111001,,,,,,,,,6
480200001,,,,,,,,,6
480300001,,,,no job,no job,no job,no job,no job,6
480331001,,,,,,,,,6
480331002,,,,,,,,,6
480500001,,,,,,,,,6
480500002,,,,,,,,,6
480600001,,,,,,,,,6
480600004,no job,no job,no job,,,,,,6
480600005,no job,no job,no job,no job,no job,no job,no job,,6
480700003,no job,no job,,,,,,,6
480700006,no job,no job,no job,no job,no job,no job,no job,no job,6
480731002,,,,,,,,,6
480900005,,,,,,,,,6
481000001,,,,,,,,,6
481000002,,,,,,,,,6
481000004,no job,,,,,,,,6
481000051,no job,no job,no job,no job,no job,no job,no job,,6
481100001,,,,,,,,,6
481100002,,,,,,,,,6
481200001,no job,,,,,,,no job,6
481200002,,,,,,,,,6
481200003,no job,no job,,no job,,no job,,,6
481200007,no job,no job,,,,,,,6
481200008,no job,no job,no job,no job,no job,no job,,no job,6
481200009,no job,no job,no job,no job,no job,no job,no job,no job,6
481200051,no job,no job,no job,,,,,,
481200052,no job,no job,no job,no job,no job,,,,
481211001,,,,,no job,no job,no job,no job,
481211004,no job,no job,no job,no job,,,,,
481300002,,,,,,,,,6
481300005,,,,,,,,,6
481300007,,,,,,,,,6
4813000014,no job,no job,no job,,,,,,6
481331001,,,,,,,,,6
481331002,,,,,,,,,6
481332001,,,,,,,,,6
481332002,,,,,,,,,6
481600001,,,,,,,,,6
481600002,,,,,,,,,6
481600065,no job,no job,no job,no job,no job,no job,no job,no job,no job
481611001,,,,,,,,,6
481611002,,,,,,,,,6
481631002,,,,,,,,,6
4817000010,no job,,,,,,,,
481700022,no job,no job,no job,no job,no job,no job,no job,,
481700031,no job,no job,,,,,,,
481800001,,,,,,,,,6
481800002,no job,no job,,,,,,,6
481800003,no job,no job,no job,no job,no job,,,no job,6
481800052,no job,no job,no job,,,,,,
481811001,no job,no job,no job,,,,,no job,no job
481900001,,,,,,,,,6
481900002,,,,,,,,,6
481900031,,,,,,,,,6
481900032,no job,no job,no job,no job,no job,no job,no job,,6
482000001,,,,,,,,,6
482000002,,,,,,,,,6
482000031,,,,,,,,,6
482100001,,,,,,,,,6
482100002,no job,,,,,,,,6
482200001,,,,,,,,,6
482200002,,,,,,,,,6
482200003,no job,no job,no job,no job,,,,,6
482200006,no job,no job,no job,no job,no job,no job,no job,no job,6
482200007,no job,no job,no job,no job,no job,no job,no job,,6
482300002,,,,,,,,,6
482800001,,,,,,,,,6
482800002,,,,,,,,,6
482900022,no job,no job,no job,no job,,,,,6
482900021,,,,,,,,,6
482900032,,,,,,,,,6
482900031,,,,,,,,,6
482900062,no job,no job,no job,no job,,,,,6
482900064,no job,no job,no job,no job,no job,no job,no job,no job,6
490100001,,,,,,,,,6
490111003,,,,,,,,no job,6
490200004,no job,no job,no job,no job,,,,,6
490300001,,,no job,no job,no job,no job,no job,no job,6
490300004,no job,no job,no job,no job,,,,,6
490300005,no job,,,,,,,,6
490300062,no job,no job,,,,,,,
490400001,no job,no job,no job,no job,no job,no job,no job,no job,6
490411001,,,,,,,,,6
490700001,,,,,,,,,6
490700006,no job,no job,no job,no job,no job,no job,,,6
490700032,no job,no job,no job,,,,,,no job
490800002,,,,,,,,,6
490800003,no job,no job,no job,no job,no job,no job,no job,,6
491000003,,,,,,,,,6
491021009,9,9,9,9,,,,,
491021005,9,9,9,9,9,,,,9
491031005,no job,no job,no job,,,,,,
491200001,,,,,,,,,6
491200002,no job,no job,no job,no job,no job,,,,6
491300001,,,,,,,,,6
491300003,,,no job,no job,no job,,,,6
491400001,,,,,,,,,6
491400003,no job,no job,no job,no job,,,,,6
491400042,no job,no job,no job,no job,,,,,6
491400041,no job,no job,no job,,,,,,6
491400072,no job,no job,no job,no job,no job,,,,
491500003,,,,,,,,,6
491600001,,,,,,,,,6
491700041,no job,no job,no job,,,,,,
491700051,no job,no job,no job,,,,,,
491700061,no job,no job,no job,no job,,,,,
491700071,no job,no job,no job,no job,no job,no job,no job,,
491800001,,,,,,,,,6
491800002,no job,no job,no job,no job,no job,no job,,,no job
491800006,,,,,,,,,6
491800042,,,,,no job,no job,no job,no job,6
491800041,,,,,,,,,6
491900052,no job,no job,no job,no job,no job,,,,6
491900051,,,,,,,,,6
491900071,no job,no job,no job,no job,no job,,,,6
492000002,,,,,,,,,6
492000061,no job,no job,no job,no job,no job,no job,no job,no job,no job
500200001,,,,,,,,,6
500200041,,,,,,,,,6
500200052,no job,,,,no job,no job,no job,no job,no job
500231001,,,,,,,,,6
500300002,,,,,,,,,6
500300005,,,,,,,,,6
500300032,,,,,,,,,no job
500400003,,,,,,no job,no job,no job,no job
500400005,no job,no job,no job,no job,no job,no job,no job,no job,
500400007,no job,no job,no job,,,,,,
500600005,,no job,no job,no job,no job,,no job,no job,no job
500621002,,,,,,,,,6
500621001,no job,no job,no job,no job,,,,,6
500700001,,,,,,,,,6
500700002,,,,,,,,,6
500800008,no job,no job,no job,no job,no job,,,,no job
500800009,,,no job,no job,no job,,,,no job
500800052,,,,,,no job,no job,no job,no job
501000001,,,,,no job,no job,no job,no job,no job
501100001,,,,,,,,no job,no job
501100006,no job,no job,no job,no job,no job,no job,,,
501100007,no job,no job,no job,no job,no job,,,,
501100032,no job,,,no job,no job,no job,no job,no job,no job
501100042,no job,,,no job,,,,,
501100041,no job,no job,no job,,,,,,
501100052,no job,no job,no job,,,,,,
501100051,no job,no job,no job,no job,,,,,
501300004,no job,no job,no job,no job,no job,,,,
5013000012,no job,no job,no job,no job,no job,,no job,no job,no job
501300051,no job,no job,no job,no job,,,,,
501300052,no job,no job,no job,no job,no job,,,,
501321001,,,,,,,,,6
5014000014,no job,,,,,,,,
5014000015,,no job,,,,,,,
5016000012,no job,no job,,,,,,,
501600044,no job,,,,,,no job,no job,no job
501631002,,,no job,no job,,,,,
501700005,no job,no job,no job,no job,no job,no job,no job,no job,
501711006,no job,no job,,no job,,,,,6
501711007,no job,no job,no job,no job,no job,no job,no job,no job,6
504200009,,,,,,,,no job,6
504200031,no job,no job,no job,no job,,,,,6
504300002,,,,,,,no job,no job,no job
504300031,no job,no job,no job,no job,no job,no job,no job,,
510400002,no job,no job,no job,,,,,,
510400003,no job,no job,no job,no job,no job,,,,
510400005,no job,no job,no job,no job,no job,no job,no job,,
510700006,no job,no job,no job,no job,,,,no job,no job
510700007,no job,no job,no job,no job,no job,,,,
510700008,no job,no job,no job,,,,,,
510732001,no job,no job,,,no job,no job,no job,,
510800002,no job,,,,,,,,
510900001,,,,,,,no job,no job,no job
511100001,,no job,no job,no job,no job,no job,no job,no job,no job
511100002,,,,,no job,no job,no job,no job,no job
511100005,no job,,,,,,,,
511100007,no job,no job,no job,no job,no job,,no job,no job,no job
511300002,no job,no job,no job,no job,no job,no job,no job,no job,no job
511400002,no job,no job,,,,,no job,no job,
511400003,no job,,,,,,,,
511400005,no job,no job,no job,no job,no job,,,,
511400006,no job,no job,no job,no job,no job,no job,no job,no job,
511400007,no job,no job,no job,no job,no job,no job,no job,,
511400008,no job,no job,no job,no job,no job,no job,no job,no job,no job
511400042,no job,no job,,,,,,,
511600003,no job,no job,no job,no job,,,,,
511700003,no job,no job,no job,no job,no job,no job,no job,no job,no job
511800005,no job,no job,no job,no job,,,,,
511800032,no job,no job,no job,no job,no job,no job,no job,,
520100001,,,,,,,,,6
520100051,no job,no job,no job,no job,no job,no job,no job,,
520300001,no job,no job,no job,no job,no job,no job,no job,no job,6
520500005,no job,no job,no job,no job,no job,no job,no job,no job,
5205000010,no job,no job,no job,,,,,,
520500032,no job,no job,no job,no job,,,no job,no job,no job
520531005,no job,no job,,,,,,,6
520600002,,,,no job,no job,no job,no job,no job,no job
520731004,,,,,,no job,,,
520800002,,,,,,,,,6
520800003,no job,no job,no job,no job,no job,no job,no job,,6
520800004,no job,no job,no job,no job,no job,no job,no job,,6
520900001,,,,,,,,,6
520900003,,,,,,,,,6
520900005,no job,no job,no job,no job,no job,no job,,,6
5209000011,no job,no job,,no job,no job,no job,,,6
520931008,no job,no job,no job,no job,no job,no job,no job,no job,
520931006,no job,,,,,,,,
521000002,,,,,,,,,6
521000003,,,,,,,,,6
521000008,,,,,,,,,6
5210000010,no job,no job,no job,no job,no job,no job,no job,,6
521000041,,,,,,,,,6
521000051,no job,no job,,,,,,,6
521000052,no job,,,,,no job,no job,no job,6
521011001,,,,,,no job,no job,no job,6
521011002,,,,no job,no job,no job,no job,no job,6
521300002,no job,,,,,,,,
521300003,no job,no job,no job,no job,no job,no job,no job,no job,
521600003,no job,no job,,,,,,,
521700002,,,,,,,,,6
521700003,no job,,,,,,,,6
521800002,no job,no job,no job,no job,no job,no job,,,
521800004,no job,no job,no job,no job,no job,no job,no job,,
521900005,no job,,,,,,,,
521900006,no job,no job,no job,no job,no job,,,,
521900011,,,,,no job,no job,no job,no job,no job
521900012,no job,no job,no job,no job,no job,no job,no job,no job,no job
