Person,1999,2000,2001,2002,2003,2004,2005,2006,2007
31900051,,,,,,,,,has job
32400007,has job,has job,has job,has job,has job,has job,has job,has job,has job
32900035,,,,,,,,,has job
40400006,,,has job,has job,has job,has job,has job,,
42600006,,,has job,has job,has job,has job,has job,,
50600001,has job,has job,has job,has job,has job,has job,has job,has job,has job
51000001,,,,,,has job,has job,has job,has job
61400051,,,,has job,has job,has job,has job,has job,has job
73000003,,,,,,,has job,has job,has job
93000021,has job,has job,has job,has job,has job,has job,has job,has job,has job
102800002,has job,has job,has job,has job,has job,has job,has job,has job,has job
112600004,has job,has job,has job,has job,has job,has job,has job,has job,has job
120400031,,,has job,has job,has job,has job,has job,has job,
120900001,has job,has job,has job,has job,has job,has job,has job,has job,has job
121434001,has job,has job,has job,has job,has job,has job,has job,has job,
131700001,,,,,has job,has job,has job,has job,has job
140200001,has job,has job,has job,has job,has job,has job,has job,has job,has job
141100003,has job,has job,has job,has job,has job,has job,has job,has job,has job
170800041,has job,has job,has job,has job,has job,has job,has job,has job,has job
171800041,has job,has job,has job,has job,has job,has job,has job,has job,has job
171900001,has job,has job,has job,has job,has job,has job,has job,has job,has job
180200001,has job,has job,has job,has job,,,,,has job
180500051,has job,has job,has job,has job,has job,has job,has job,has job,has job
180931001,has job,has job,has job,has job,has job,has job,has job,has job,has job
180931003,,,,,,,has job,has job,has job
181500001,has job,has job,has job,has job,has job,has job,has job,has job,has job
181700006,,,,,,,has job,has job,has job
190800011,has job,has job,has job,has job,has job,has job,,,
200311005,has job,has job,has job,has job,has job,has job,has job,has job,has job
200900001,has job,has job,has job,has job,has job,has job,has job,has job,has job
202000006,has job,has job,has job,has job,has job,has job,has job,has job,has job
221100041,has job,has job,has job,has job,has job,has job,has job,has job,
221900001,has job,has job,has job,has job,has job,has job,has job,has job,has job
230700004,has job,has job,has job,has job,has job,has job,has job,has job,has job
230800001,has job,has job,has job,has job,has job,has job,has job,has job,has job
241600007,has job,has job,has job,has job,has job,has job,has job,has job,has job
250400001,has job,has job,has job,has job,has job,has job,has job,has job,has job
250700001,has job,has job,has job,has job,has job,has job,has job,has job,has job
251300004,has job,has job,has job,has job,has job,has job,has job,has job,has job
251300006,has job,has job,has job,has job,has job,has job,has job,has job,has job
270900101,has job,has job,has job,has job,has job,has job,has job,has job,has job
271300007,,,,,has job,has job,has job,has job,has job
2726000011,has job,has job,has job,has job,has job,has job,has job,has job,has job
280200011,has job,has job,has job,has job,has job,has job,has job,has job,has job
280300001,has job,has job,has job,has job,has job,has job,has job,has job,has job
280331001,,has job,has job,has job,has job,has job,has job,has job,has job
280400041,,,,,has job,has job,has job,has job,has job
280500071,,,,has job,has job,has job,has job,has job,has job
280533001,has job,,has job,has job,has job,has job,has job,has job,has job
281300001,,has job,has job,has job,has job,has job,has job,has job,has job
282300041,has job,has job,has job,has job,has job,has job,has job,has job,has job
290400005,has job,has job,has job,has job,has job,has job,has job,has job,has job
291800001,has job,has job,has job,has job,has job,has job,has job,has job,has job
310300031,has job,has job,has job,has job,has job,has job,has job,has job,has job
312700001,has job,has job,has job,has job,has job,has job,has job,has job,has job
321100051,,,has job,has job,has job,has job,has job,has job,has job
321211001,has job,has job,has job,has job,has job,has job,has job,has job,has job
323000008,has job,,has job,has job,has job,has job,has job,has job,has job
330100006,has job,has job,has job,has job,has job,has job,has job,has job,has job
330100031,,has job,has job,has job,has job,has job,has job,has job,has job
331100001,has job,has job,has job,has job,has job,has job,has job,has job,has job
331100004,has job,has job,,,,,,,
332100011,has job,has job,has job,has job,has job,has job,has job,has job,has job
332100031,,,,,has job,has job,has job,has job,has job
332100041,has job,has job,has job,has job,has job,has job,,has job,has job
332800008,has job,has job,has job,has job,has job,has job,has job,has job,has job
332900003,has job,has job,has job,has job,has job,has job,has job,has job,has job
332900007,,has job,has job,has job,has job,has job,,,has job
340331002,has job,has job,has job,has job,has job,has job,has job,has job,has job
340400008,,,,,,,,has job,has job
340700021,,,,,has job,has job,has job,has job,has job
340800051,,,,,has job,has job,has job,has job,has job
340831008,has job,,has job,has job,has job,has job,has job,has job,has job
340900001,has job,has job,has job,has job,has job,has job,,,has job
341300001,has job,has job,has job,has job,has job,has job,has job,has job,has job
341500071,,has job,has job,has job,has job,has job,has job,has job,has job
341600009,,has job,has job,has job,has job,has job,has job,,has job
342000001,has job,has job,has job,has job,has job,has job,has job,has job,has job
342000031,,has job,has job,,has job,has job,has job,has job,has job
350100001,has job,has job,has job,has job,has job,has job,has job,has job,
350600004,,,,,,has job,has job,has job,has job
350900004,,,,,,has job,,has job,
354100003,,,,has job,has job,has job,has job,has job,
3543000013,has job,has job,has job,has job,has job,has job,has job,has job,has job
354331001,has job,has job,has job,has job,has job,has job,has job,has job,has job
360200001,has job,has job,has job,has job,has job,has job,has job,has job,has job
360300007,has job,has job,has job,has job,has job,has job,has job,has job,has job
360800001,has job,has job,has job,has job,has job,has job,has job,has job,has job
361000081,has job,has job,has job,has job,has job,has job,has job,has job,has job
370300061,has job,has job,has job,has job,has job,has job,has job,has job,has job
370900001,has job,has job,has job,has job,has job,has job,has job,has job,has job
380100041,has job,has job,has job,has job,has job,has job,has job,has job,has job
380200001,,,,,,,,has job,has job
380200007,,,has job,has job,has job,has job,has job,has job,has job
381000001,has job,has job,has job,has job,has job,,,,
390400007,has job,has job,has job,has job,has job,has job,has job,has job,has job
3910000010,has job,has job,has job,has job,has job,has job,has job,has job,has job
402000005,has job,has job,has job,has job,,has job,has job,has job,has job
431900006,,,,,,,,,has job
432000081,has job,has job,has job,has job,has job,has job,has job,has job,has job
432631001,has job,has job,has job,has job,has job,has job,has job,has job,has job
432800004,,,,,has job,has job,has job,has job,has job
440400041,,,,,,has job,has job,has job,has job
442300041,has job,has job,has job,has job,has job,has job,has job,has job,has job
442600001,has job,has job,has job,has job,has job,has job,has job,has job,
450200002,,has job,has job,has job,has job,has job,has job,has job,has job
451200001,has job,has job,has job,has job,has job,has job,has job,has job,has job
452800002,has job,has job,has job,has job,has job,has job,has job,has job,has job
4605000011,has job,has job,has job,has job,has job,has job,has job,has job,has job
462032001,has job,has job,has job,has job,has job,has job,has job,has job,has job
470100004,has job,has job,has job,has job,has job,has job,has job,has job,has job
471431001,has job,has job,has job,has job,has job,has job,has job,has job,has job
472300006,,,,,,,,has job,has job
481100001,has job,has job,has job,has job,has job,has job,has job,has job,
490300004,,,,,has job,has job,has job,has job,
490300061,has job,has job,has job,has job,has job,has job,has job,has job,has job
490700006,,,,,,,has job,has job,
491021005,,,,,,has job,has job,has job,
491400001,has job,has job,has job,has job,has job,has job,has job,has job,
491700051,,,,has job,has job,has job,has job,has job,has job
500400007,,,,has job,has job,has job,has job,has job,has job
504300031,,,,,,,,has job,has job
511100001,has job,,,,,,,,
521300001,has job,has job,has job,has job,has job,has job,has job,has job,has job
5311000012,has job,has job,has job,has job,has job,has job,has job,has job,
531100011,has job,has job,has job,has job,has job,has job,has job,has job,
551300006,,,,,,,,has job,has job
560800001,has job,has job,has job,has job,has job,has job,has job,has job,has job
560900061,has job,has job,has job,has job,has job,has job,has job,has job,has job
560931001,has job,has job,has job,has job,has job,has job,has job,has job,has job
561200001,has job,has job,has job,,,,,,
561400041,,has job,has job,has job,has job,has job,has job,has job,has job
570200008,has job,has job,has job,has job,has job,has job,,,has job
571000003,,,,,,,,has job,has job
571331001,has job,has job,has job,has job,has job,has job,has job,has job,has job
571700001,has job,has job,has job,has job,has job,has job,has job,has job,has job
582200031,has job,has job,has job,has job,has job,has job,has job,has job,has job
582700041,has job,has job,has job,has job,has job,has job,has job,has job,has job
611100051,has job,has job,has job,has job,has job,has job,has job,has job,has job
611131002,has job,has job,has job,has job,has job,has job,has job,has job,has job
620200006,has job,has job,has job,has job,has job,has job,has job,has job,has job
631500031,has job,has job,has job,has job,has job,has job,has job,has job,has job
640300003,,has job,has job,has job,has job,has job,has job,has job,has job
640611001,has job,has job,has job,has job,has job,has job,has job,has job,has job
640700005,,,,,,,,has job,has job
640800051,has job,has job,has job,has job,has job,has job,has job,has job,has job
640800061,has job,has job,has job,has job,has job,has job,has job,has job,has job
641900061,,,has job,has job,has job,has job,has job,has job,has job
642700009,has job,has job,has job,has job,has job,has job,has job,has job,has job
642700031,has job,has job,has job,has job,has job,has job,has job,has job,has job
650100003,has job,has job,has job,has job,has job,has job,has job,has job,
650111003,,,,has job,has job,has job,has job,has job,has job
