2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,hhid_pid
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,12,80600003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,12,12,12,12,80800006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,80800007
,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,80800052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,14,80900071
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,14,80900072
20 - 8 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,81000006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,81041001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,81100009
,NA,NA,NA,NA,NA,NA,14,12,12,12,12,12,12,12,81100031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,51,14,14,81200041
,NA,NA,NA,NA,12,12,12,12,98,98,12,12,14,14,81200042
150 - 9 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,81200051
,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,12,12,81200052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,81200062
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,81300004
,NA,NA,NA,12,12,12,12,12,12,12,12,12,12,12,81300006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,81400001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,81400002
,NA,NA,NA,NA,NA,NA,14,14,14,14,14,14,14,14,81400061
,NA,NA,NA,NA,14,14,14,14,14,14,14,14,14,14,81400062
,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,14,14,14,81441001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,14,14,81441002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,81500051
,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,81500052
,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,81500082
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,81600005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,82000002
210 - 7 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,14,14,82000007
,NA,NA,NA,NA,NA,NA,NA,14,14,14,14,14,14,14,82000011
,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,14,14,82000041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,82000043
162 - 9 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,82100004
,NA,NA,NA,NA,NA,NA,NA,NA,14,12,12,12,12,12,82200003
,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,12,12,82200006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,82200011
,NA,NA,NA,12,12,12,12,12,12,12,12,12,14,12,82200041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,12,82200042
,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,82341006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,82500001
110 - 75 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,82541001
,NA,NA,NA,12,12,12,12,12,12,12,12,12,12,12,82600003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,82600008
998 - 75 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,82600052
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,82700052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,82700081
,NA,NA,NA,14,11,11,11,11,11,11,11,31,12,12,82700082
,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,82731005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,82800032
,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,12,82800073
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,82800074
998 - 98 - 98 - 98,98,98,98,12,12,12,12,12,12,12,12,12,12,12,82900032
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,82900081
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,82942001
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,82942002
,NA,NA,NA,NA,12,15,15,12,12,12,12,12,12,12,90200008
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,90200042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,90331031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,90500072
,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,90541031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,90542001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,90542002
,NA,NA,NA,NA,NA,NA,NA,31,12,12,12,12,12,12,90700007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,907000013
,NA,32,32,32,32,32,32,32,32,32,32,32,32,32,90700042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,90700111
,12,12,12,12,12,12,12,12,12,12,12,12,12,12,90741003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,90743004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,12,12,12,12,90800007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,12,12,90842002
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,21,12,12,90842003
12 - 5 - 14 - 62,14,14,14,14,14,14,14,14,14,14,14,14,14,14,90900002
,NA,NA,NA,12,12,12,12,12,12,12,12,12,12,12,91100005
,NA,NA,NA,11,11,11,11,14,14,14,14,14,14,12,911000010
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11,11,91100061
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,14,14,14,91200023
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,91241002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,91400005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,91400041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,91400061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,91441001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,91700072
,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,91741001
,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,91741002
60 - 71 - 21 - 62,21,21,21,21,21,33,33,33,33,33,12,12,12,12,91931001
61 - 71 - 21 - 62,21,12,12,12,33,33,33,33,33,12,12,12,12,12,91931004
,NA,NA,NA,NA,NA,NA,21,21,21,21,21,21,21,21,91942002
998 - 75 - 12 - 62,12,12,12,21,21,21,21,21,21,21,21,21,21,21,91942006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,92000011
998 - 75 - 12 - 62,12,98,98,12,12,12,12,12,12,12,98,12,12,12,92000031
70 - 72 - 31 - 62,12,12,12,12,21,21,21,21,12,12,12,12,12,12,92000032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,92000071
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,92100032
,NA,NA,NA,11,11,11,11,11,11,12,12,12,12,12,92100051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,92100061
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,92141001
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,92141002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,92200031
20 - 74 - 36 - 62,36,36,36,36,36,36,36,36,98,98,98,98,12,12,92200032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,92200061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,92200081
,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,92300006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,12,92300051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,92341001
100 - 75 - 12 - 62,12,12,12,21,21,21,21,12,12,12,12,12,12,12,92341002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,92342001
30 - 10 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,92441001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,15,12,12,92800007
,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,12,92842001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,92942001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,92942003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,93011001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,93011003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,14,14,100531002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,100531003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,14,100531008
,NA,NA,NA,NA,12,12,12,12,12,12,12,12,12,12,100600051
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,100600052
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,14,14,14,14,100642001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,98,98,12,100700004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,100700061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,100700071
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,100800052
50 - 10 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,101000007
80 - 11 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,101031001
90 - 9 - 12 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,101031005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,101200091
,NA,NA,NA,12,12,12,12,12,12,12,12,12,12,12,101200092
,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,101242001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,32,32,101500051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,101500071
,NA,NA,NA,NA,NA,NA,NA,12,14,14,12,12,12,21,101541001
40 - 4 - 32 - 62,32,32,32,32,32,32,32,32,32,32,32,32,32,32,101700006
,32,32,32,32,32,32,32,32,32,32,32,32,32,32,101700007
,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,14,14,12,101800051
,NA,NA,NA,NA,NA,NA,NA,14,14,14,14,14,12,12,101800052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,32,101800061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,31,102100091
,NA,31,31,31,31,31,31,31,31,31,31,31,31,31,102121002
,NA,31,31,31,31,31,31,31,31,31,31,31,31,31,102121003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,102141001
50 - 10 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,102200004
50 - 10 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,102200005
,NA,NA,NA,NA,NA,NA,NA,12,12,12,14,12,12,12,102200006
50 - 10 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,102400001
,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,12,102400007
50 - 71 - 21 - 62,21,21,21,21,21,21,12,21,21,12,12,12,12,12,102400031
,NA,NA,NA,NA,NA,NA,21,21,12,12,12,12,12,12,102400032
,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,102521002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,102600005
50 - 10 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1026000011
50 - 10 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1026000012
,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,12,12,1026000013
,NA,NA,NA,NA,12,12,12,31,12,12,12,12,12,12,1026000017
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,102600061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,102600142
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,102600151
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,102641002
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,102700006
100 - 11 - 12 - 62,14,14,14,14,14,14,14,14,14,14,14,14,14,14,102700031
50 - 10 - 12 - 62,12,14,14,14,14,14,14,14,14,14,14,14,14,14,102700032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,102700041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,102700042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,102700071
,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,62,62,62,102900032
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,102900051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,102900052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,103000061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,103000081
10 - 11 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,104100031
,NA,12,12,12,12,12,12,12,12,12,12,12,12,12,104100032
,NA,14,14,14,14,14,14,32,32,32,32,32,32,32,104100041
,NA,NA,NA,NA,32,32,32,32,32,32,32,32,32,32,104100042
50 - 10 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,104200004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,104331041
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,104332001
,32,33,33,33,33,33,33,33,33,33,33,33,33,33,104332008
,NA,NA,NA,NA,NA,33,33,33,33,33,12,12,33,33,1043320011
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,104342002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,104343001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,104343002
,NA,NA,NA,14,14,14,14,14,14,14,14,14,14,12,104400003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,12,12,104400007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,1044000010
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1044000013
,NA,NA,NA,NA,NA,NA,NA,12,14,12,12,12,12,12,104400062
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,104400081
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,104400091
,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,104442001
,NA,NA,NA,NA,NA,NA,NA,14,14,12,12,12,12,12,104442002
,NA,12,12,12,12,12,12,12,12,12,12,12,12,12,104600041
180 - 75 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,104621001
,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,104621002
260 - 12 - 12 - 62,12,12,12,12,12,12,14,12,12,12,12,12,12,12,104631003
,NA,NA,NA,NA,NA,NA,NA,14,12,12,12,12,12,12,104641001
20 - 71 - 31 - 62,31,14,14,12,12,12,14,14,12,12,12,12,12,12,104641004
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,110100041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,110100051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,110141001
100 - 75 - 12 - 62,12,12,12,12,12,36,36,12,12,12,12,12,12,12,110141002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,110231001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,110231002
,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,110442002
,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,110500003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,110500042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,110641001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,110900002
,NA,NA,NA,NA,NA,NA,NA,NA,16,32,12,12,12,12,111000005
,NA,NA,NA,NA,NA,NA,NA,31,31,31,31,31,31,12,111000006
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,111000041
200 - 9 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,111000042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,111100003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,111100041
50 - 11 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,111100062
,NA,NA,NA,NA,NA,17,21,21,21,21,21,21,21,21,111200031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,21,21,111200041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,21,111200042
51 - 71 - 21 - 62,21,12,12,12,12,12,12,12,12,12,12,12,12,12,111300061
,NA,NA,NA,98,98,98,98,12,12,12,12,12,12,12,111300062
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,62,62,111400003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,62,62,111400004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,62,62,111400008
998 - 75 - 12 - 62,12,12,98,98,98,12,12,12,12,12,12,12,12,12,111600005
,NA,NA,NA,NA,NA,NA,NA,12,12,12,17,17,62,62,111700071
,NA,NA,NA,NA,NA,NA,NA,NA,17,17,14,14,14,14,111741001
50 - 11 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,111900002
30 - 11 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,112000002
30 - 11 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,112000003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,112100003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,112141001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,112200001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,112200003
,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,112300032
100 - 75 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,112400009
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,1124000010
100 - 75 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,112400031
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,112400032
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,112542001
250 - 4 - 32 - 62,32,32,32,12,12,12,12,12,12,12,12,12,12,12,112542002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,112600062
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,31,112600071
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,112600082
,NA,NA,NA,12,12,12,12,12,12,12,12,12,12,12,112700007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,112741006
,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,120100004
,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,12,12,120200003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,120300004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,120300005
,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,12,120400051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,64,12,120443001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,64,12,120443002
210 - 12 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,120500001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,120500006
998 - 71 - 14 - 62,14,14,14,14,14,14,12,12,12,12,12,12,12,12,120600001
,NA,NA,NA,NA,NA,NA,NA,NA,12,14,12,12,12,12,120600006
998 - 11 - 11 - 62,11,11,11,11,11,11,11,15,15,12,12,12,12,12,120600041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,14,14,120631007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,120741002
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,120742001
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,120742002
180 - 75 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,120900006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,14,12,120900031
998 - 98 - 15 - 62,15,15,15,15,15,15,15,15,15,14,14,14,12,12,120900041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120900042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,121100003
,NA,NA,NA,NA,NA,NA,NA,NA,15,15,12,12,12,12,121100004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,121200041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,12,12,12,12,121241001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,121300007
210 - 12 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,121300011
70 - 23 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,121300012
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,121300062
,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,1214000012
,21,21,21,21,12,12,12,12,12,12,12,12,12,12,121400082
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,121400113
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,121400116
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,12,121500004
210 - 12 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1216000013
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,1216000014
80 - 75 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,121600032
210 - 12 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,121600071
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,121700002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,121700003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,12,121700004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,121800005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121800008
998 - 98 - 21 - 62,21,21,21,12,12,12,12,12,12,12,12,12,12,12,121900071
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,121900082
,NA,NA,NA,NA,NA,NA,NA,14,14,14,14,14,14,14,121931001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,121931007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,121941001
,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,121941002
,12,12,12,12,12,12,12,12,12,12,12,12,12,12,130100006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,130100041
,NA,NA,NA,12,12,12,12,12,12,12,12,12,12,12,130100042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,130100052
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,130200003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,130200006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,130200011
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,130200012
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,130200051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,130200052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,130600001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,130600002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,130600005
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,130600031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,130600032
,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,130700008
,NA,NA,NA,NA,NA,NA,NA,14,12,12,12,12,12,12,130700051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,130700052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,130800008
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,12,12,12,130800021
,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,12,130841001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,130841005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,130841006
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,130900031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,130941022
,14,14,12,12,12,31,12,12,12,12,12,12,12,12,131000031
,NA,12,12,12,12,12,12,12,12,12,12,12,12,12,131000032
,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,131000051
,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,131000052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,131041002
,NA,14,14,14,14,14,14,14,14,14,14,14,14,14,131041007
30 - 22 - 12 - 62,12,12,12,12,12,12,12,12,12,12,12,12,14,14,131100004
51 - 9 - 14 - 62,14,14,14,14,14,14,14,14,14,14,14,14,14,14,131100008
,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,12,131100021
998 - 98 - 14 - 62,14,14,12,12,12,12,14,14,12,12,12,12,12,12,131200008
